t,loop_dt,cmd_z,cmd_ant_l,cmd_ant_r,cmd_roll,cmd_pitch,cmd_yaw,pres_z,pres_ant_l,pres_ant_r,pres_roll,pres_pitch,pres_yaw,pres_j0,pres_j1,pres_j2,pres_j3,pres_j4,pres_j5,pres_j6
0.0000,0.000001,0.000000,-0.174532,0.174532,0.0000,0.0000,0.0000,-0.002487,-0.001534,0.000000,0.5150,0.6656,0.2394,0.000000,0.572175,-0.562971,0.564505,-0.590583,0.575243,-0.550699
0.0168,0.016767,0.000000,-0.159900,0.159900,0.0000,0.0000,0.0000,-0.002487,-0.004602,0.000000,0.5150,0.6656,0.2394,0.000000,0.572175,-0.562971,0.564505,-0.590583,0.575243,-0.550699
0.0335,0.016753,0.000000,-0.145281,0.145281,0.0000,0.0000,0.0000,-0.002487,-0.004602,0.000000,0.5150,0.6656,0.2394,0.000000,0.572175,-0.562971,0.564505,-0.590583,0.575243,-0.550699
0.0503,0.016760,0.000000,-0.130655,0.130655,0.0000,0.0000,0.0000,-0.002476,-0.006136,0.010738,0.5259,0.7161,0.1851,0.000000,0.572175,-0.562971,0.564505,-0.592117,0.575243,-0.550699
0.0670,0.016753,0.000000,-0.116036,0.116036,0.0000,0.0000,0.0000,-0.002475,-0.049087,0.053689,0.4645,0.6423,0.1911,0.000000,0.572175,-0.562971,0.564505,-0.590583,0.575243,-0.552233
0.0838,0.016764,0.000000,-0.101406,0.101406,0.0000,0.0000,0.0000,-0.002462,-0.118117,0.128854,0.4212,0.6323,0.1372,0.000000,0.572175,-0.562971,0.564505,-0.590583,0.575243,-0.553767
0.1005,0.016750,0.000000,-0.086789,0.086789,0.0000,0.0000,0.0000,-0.002425,-0.158000,0.162602,0.3369,0.6490,-0.0178,0.000000,0.572175,-0.562971,0.564505,-0.592117,0.575243,-0.556835
0.1173,0.016789,0.000000,-0.072137,0.072137,0.0000,0.0000,0.0000,-0.002425,-0.154932,0.154932,0.3369,0.6490,-0.0178,0.000000,0.572175,-0.562971,0.564505,-0.592117,0.575243,-0.559903
0.1341,0.016749,0.000000,-0.057521,0.057521,0.0000,0.0000,0.0000,-0.002403,-0.154932,0.154932,0.2466,0.6123,-0.1085,0.000000,0.572175,-0.562971,0.564505,-0.592117,0.575243,-0.559903
0.1508,0.016764,0.000000,-0.042892,0.042892,0.0000,0.0000,0.0000,-0.002393,-0.128854,0.128854,0.3060,0.6004,-0.0453,0.000000,0.573709,-0.562971,0.564505,-0.592117,0.575243,-0.559903
0.1676,0.016766,0.000000,-0.028260,0.028260,0.0000,0.0000,0.0000,-0.002358,-0.101243,0.104311,0.3501,0.5527,0.0021,0.000000,0.576777,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.1846,0.016937,0.000000,-0.013480,0.013480,0.0000,0.0000,0.0000,-0.002373,-0.069029,0.073631,0.3347,0.5069,0.0509,0.000000,0.576777,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.2013,0.016775,0.000000,0.001159,-0.001159,0.0000,0.0000,0.0000,-0.002373,-0.069029,0.073631,0.3347,0.5069,0.0509,0.000000,0.576777,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.2181,0.016757,0.000000,0.015783,-0.015783,0.0000,0.0000,0.0000,-0.002360,-0.042951,0.047553,0.3862,0.4960,0.0996,0.000000,0.578311,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.2348,0.016759,0.000000,0.030407,-0.030407,0.0000,0.0000,0.0000,-0.002350,-0.021476,0.024544,0.4306,0.4815,0.1484,0.000000,0.579845,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.2524,0.017592,0.000000,0.045759,-0.045759,0.0000,0.0000,0.0000,-0.002339,-0.006136,0.009204,0.4367,0.5338,0.0895,0.000000,0.579845,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.2693,0.016896,0.000000,0.060504,-0.060504,0.0000,0.0000,0.0000,-0.002340,0.004602,-0.004602,0.4361,0.5284,0.0957,0.000000,0.579845,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.2861,0.016759,0.000000,0.075129,-0.075129,0.0000,0.0000,0.0000,-0.002365,0.013806,-0.021476,0.4749,0.4958,0.2022,0.000000,0.579845,-0.562971,0.564505,-0.590583,0.575243,-0.559903
0.3030,0.016870,0.000000,0.089850,-0.089850,0.0000,0.0000,0.0000,-0.002365,0.013806,-0.021476,0.4749,0.4958,0.2022,0.000000,0.579845,-0.562971,0.564505,-0.590583,0.575243,-0.559903
0.3197,0.016751,0.000000,0.104468,-0.104468,0.0000,0.0000,0.0000,-0.002349,0.032214,-0.039884,0.4213,0.4815,0.1377,0.000000,0.579845,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.3365,0.016754,0.000000,0.119089,-0.119089,0.0000,0.0000,0.0000,-0.002351,0.056757,-0.058291,0.4269,0.4830,0.1444,0.000000,0.579845,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.3532,0.016756,0.000000,0.133712,-0.133712,0.0000,0.0000,0.0000,-0.002351,0.075165,-0.073631,0.4269,0.4830,0.1444,0.000000,0.579845,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.3700,0.016755,0.000000,0.148333,-0.148333,0.0000,0.0000,0.0000,-0.002351,0.093573,-0.087437,0.4269,0.4830,0.1444,0.000000,0.579845,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.3868,0.016828,0.000000,0.163018,-0.163018,0.0000,0.0000,0.0000,-0.002339,0.110447,-0.104311,0.4371,0.5337,0.0900,0.000000,0.579845,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.4036,0.016762,0.000000,0.171420,-0.171420,0.0000,0.0000,0.0000,-0.002339,0.110447,-0.104311,0.4371,0.5337,0.0900,0.000000,0.579845,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.4203,0.016751,0.000000,0.156803,-0.156803,0.0000,0.0000,0.0000,-0.002352,0.127320,-0.122718,0.4253,0.4776,0.1494,0.000000,0.579845,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.4371,0.016755,0.000000,0.142181,-0.142181,0.0000,0.0000,0.0000,-0.002350,0.148796,-0.139592,0.4265,0.4834,0.1432,0.000000,0.579845,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.4538,0.016751,0.000000,0.127563,-0.127563,0.0000,0.0000,0.0000,-0.002350,0.170272,-0.159534,0.4265,0.4834,0.1432,0.000000,0.579845,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.4706,0.016756,0.000000,0.112941,-0.112941,0.0000,0.0000,0.0000,-0.002350,0.173340,-0.174874,0.4265,0.4834,0.1432,0.000000,0.579845,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.4877,0.017076,0.000000,0.098039,-0.098039,0.0000,0.0000,0.0000,-0.002350,0.164136,-0.171806,0.4265,0.4834,0.1432,0.000000,0.579845,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.5044,0.016771,0.000000,0.083404,-0.083404,0.0000,0.0000,0.0000,-0.002350,0.164136,-0.171806,0.4265,0.4834,0.1432,0.000000,0.579845,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.5212,0.016758,0.000000,0.068780,-0.068780,0.0000,0.0000,0.0000,-0.002350,0.145728,-0.154932,0.4265,0.4834,0.1432,0.000000,0.579845,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.5380,0.016847,0.000000,0.054078,-0.054078,0.0000,0.0000,0.0000,-0.002350,0.124252,-0.131922,0.4265,0.4834,0.1432,0.000000,0.579845,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.5548,0.016779,0.000000,0.039436,-0.039436,0.0000,0.0000,0.0000,-0.002350,0.101243,-0.108913,0.4265,0.4834,0.1432,0.000000,0.579845,-0.562971,0.564505,-0.590583,0.575243,-0.561437
