t,loop_dt,cmd_z,cmd_ant_l,cmd_ant_r,cmd_roll,cmd_pitch,cmd_yaw,pres_z,pres_ant_l,pres_ant_r,pres_roll,pres_pitch,pres_yaw,pres_j0,pres_j1,pres_j2,pres_j3,pres_j4,pres_j5,pres_j6
0.0000,0.000001,-0.005000,-1.573864,1.566194,0.0000,0.0000,0.0000,0.000074,-1.573864,1.566194,0.1351,0.2505,0.0155,-0.001534,0.627398,-0.625864,0.627398,-0.635068,0.630466,-0.621262
0.0168,0.016762,-0.004950,-1.573864,1.566194,0.0000,0.0000,0.0000,-0.000017,-1.573864,1.566194,0.1458,0.2181,-0.0113,0.000000,0.624330,-0.625864,0.625864,-0.632000,0.627398,-0.619728
0.0335,0.016759,-0.004899,-1.573864,1.566194,0.0000,0.0000,0.0000,-0.000017,-1.573864,1.566194,0.1458,0.2181,-0.0113,0.000000,0.624330,-0.625864,0.625864,-0.632000,0.627398,-0.619728
0.0503,0.016806,-0.004849,-1.573864,1.566194,0.0000,0.0000,0.0000,-0.000044,-1.573864,1.566194,0.1618,0.1182,0.0554,0.000000,0.622796,-0.627398,0.625864,-0.628932,0.627398,-0.618194
0.0671,0.016749,-0.004799,-1.573864,1.566194,0.0000,0.0000,0.0000,-0.000102,-1.573864,1.566194,0.0901,0.1126,0.1034,0.000000,0.621262,-0.625864,0.625864,-0.625864,0.625864,-0.618194
0.0839,0.016774,-0.004748,-1.573864,1.566194,0.0000,0.0000,0.0000,-0.000474,-1.573864,1.566194,0.0803,0.1485,0.0434,0.000000,0.613592,-0.616660,0.616660,-0.619728,0.618194,-0.610524
0.1007,0.016837,-0.004698,-1.573864,1.566194,0.0000,0.0000,0.0000,-0.001822,-1.573864,1.566194,0.0321,0.1308,-0.0047,0.000000,0.584447,-0.587515,0.587515,-0.590583,0.589049,-0.582913
0.1175,0.016771,-0.004648,-1.573864,1.566194,0.0000,0.0000,0.0000,-0.001822,-1.573864,1.566194,0.0321,0.1308,-0.0047,0.000000,0.584447,-0.587515,0.587515,-0.590583,0.589049,-0.582913
0.1342,0.016750,-0.004597,-1.573864,1.566194,0.0000,0.0000,0.0000,-0.003223,-1.573864,1.566194,-0.0106,0.2554,0.1055,0.000000,0.553767,-0.552233,0.555301,-0.561437,0.558369,-0.550699
0.1510,0.016776,-0.004547,-1.573864,1.566194,0.0000,0.0000,0.0000,-0.004482,-1.573864,1.566194,-0.0370,0.2624,0.0928,0.000000,0.524621,-0.523087,0.526155,-0.533825,0.530757,-0.521553
0.1677,0.016760,-0.004497,-1.573864,1.566194,0.0000,0.0000,0.0000,-0.005247,-1.573864,1.566194,-0.0954,0.2285,0.2488,0.000000,0.506214,-0.504680,0.509282,-0.513884,0.513884,-0.503146
0.1857,0.017946,-0.004443,-1.573864,1.566194,0.0000,0.0000,0.0000,-0.005636,-1.573864,1.566194,-0.1000,0.1803,0.2835,0.000000,0.497010,-0.495476,0.500078,-0.503146,0.504680,-0.493942
0.2024,0.016753,-0.004393,-1.573864,1.566194,0.0000,0.0000,0.0000,-0.005659,-1.573864,1.566194,-0.1998,0.2195,0.3313,0.000000,0.493942,-0.493942,0.500078,-0.501612,0.504680,-0.492408
0.2192,0.016777,-0.004342,-1.573864,1.566194,0.0000,0.0000,0.0000,-0.005644,-1.573864,1.566194,-0.1391,0.1984,0.3780,0.000000,0.495476,-0.493942,0.500078,-0.501612,0.504680,-0.492408
0.2360,0.016748,-0.004292,-1.573864,1.566194,0.0000,0.0000,0.0000,-0.005644,-1.573864,1.566194,-0.1391,0.1984,0.3780,0.000000,0.495476,-0.493942,0.500078,-0.501612,0.504680,-0.492408
0.2527,0.016766,-0.004242,-1.573864,1.566194,0.0000,0.0000,0.0000,-0.005658,-1.573864,1.566194,-0.1957,0.2175,0.3215,0.000000,0.493942,-0.493942,0.500078,-0.501612,0.504680,-0.492408
0.2695,0.016751,-0.004192,-1.573864,1.566194,0.0000,0.0000,0.0000,-0.005644,-1.573864,1.566194,-0.1798,0.2678,0.2755,0.000000,0.493942,-0.493942,0.500078,-0.503146,0.504680,-0.492408
