t,loop_dt,cmd_z,cmd_ant_l,cmd_ant_r,cmd_roll,cmd_pitch,cmd_yaw,pres_z,pres_ant_l,pres_ant_r,pres_roll,pres_pitch,pres_yaw,pres_j0,pres_j1,pres_j2,pres_j3,pres_j4,pres_j5,pres_j6
0.0000,0.000001,0.000000,-0.349066,0.349066,0.0000,0.0000,0.0000,-0.002476,-0.181010,0.190214,0.3893,0.6610,0.1959,0.000000,0.572175,-0.561437,0.564505,-0.590583,0.575243,-0.553767
0.0168,0.016763,0.000000,-0.346725,0.346725,0.0000,0.0000,0.0000,-0.002476,-0.179476,0.184078,0.3893,0.6610,0.1959,0.000000,0.572175,-0.561437,0.564505,-0.592117,0.575243,-0.552233
0.0335,0.016761,0.000000,-0.344385,0.344385,0.0000,0.0000,0.0000,-0.002476,-0.179476,0.184078,0.4501,0.7345,0.1894,0.000000,0.572175,-0.561437,0.564505,-0.592117,0.575243,-0.552233
0.0503,0.016756,0.000000,-0.342045,0.342045,0.0000,0.0000,0.0000,-0.002462,-0.179476,0.177942,0.4227,0.6227,0.1373,0.000000,0.572175,-0.562971,0.564505,-0.590583,0.575243,-0.553767
0.0670,0.016757,0.000000,-0.339706,0.339706,0.0000,0.0000,0.0000,-0.002463,-0.202485,0.196350,0.4255,0.6344,0.1428,0.000000,0.572175,-0.562971,0.564505,-0.590583,0.575243,-0.553767
0.0838,0.016769,0.000000,-0.337364,0.337364,0.0000,0.0000,0.0000,-0.002463,-0.271515,0.266913,0.4251,0.6328,0.1420,0.000000,0.572175,-0.562971,0.564505,-0.590583,0.575243,-0.553767
0.1006,0.016761,0.000000,-0.335024,0.335024,0.0000,0.0000,0.0000,-0.002476,-0.345146,0.339010,0.3862,0.6689,0.1954,0.000000,0.572175,-0.561437,0.564505,-0.590583,0.575243,-0.553767
0.1174,0.016794,0.000000,-0.332679,0.332679,0.0000,0.0000,0.0000,-0.002476,-0.345146,0.339010,0.3862,0.6689,0.1954,0.000000,0.572175,-0.561437,0.564505,-0.590583,0.575243,-0.553767
0.1342,0.016841,0.000000,-0.330327,0.330327,0.0000,0.0000,0.0000,-0.002450,-0.377359,0.371223,0.4399,0.6804,0.0830,0.000000,0.572175,-0.562971,0.564505,-0.592117,0.575243,-0.553767
0.1510,0.016760,0.000000,-0.327987,0.327987,0.0000,0.0000,0.0000,-0.002428,-0.372757,0.368155,0.4346,0.6459,0.0950,0.000000,0.573709,-0.562971,0.564505,-0.592117,0.575243,-0.555301
0.1677,0.016751,0.000000,-0.325648,0.325648,0.0000,0.0000,0.0000,-0.002417,-0.354350,0.354350,0.3855,0.6319,0.0404,0.000000,0.573709,-0.562971,0.564505,-0.592117,0.575243,-0.556835
0.1845,0.016773,0.000000,-0.323306,0.323306,0.0000,0.0000,0.0000,-0.002418,-0.339010,0.342078,0.4299,0.5670,0.1535,0.000000,0.575243,-0.562971,0.564505,-0.590583,0.575243,-0.556835
0.2012,0.016754,0.000000,-0.320967,0.320967,0.0000,0.0000,0.0000,-0.002406,-0.328272,0.331340,0.4752,0.5582,0.1955,0.000000,0.576777,-0.562971,0.564505,-0.590583,0.575243,-0.556835
