t,loop_dt,cmd_z,cmd_ant_l,cmd_ant_r,cmd_roll,cmd_pitch,cmd_yaw,pres_z,pres_ant_l,pres_ant_r,pres_roll,pres_pitch,pres_yaw,pres_j0,pres_j1,pres_j2,pres_j3,pres_j4,pres_j5,pres_j6
0.0000,0.000001,0.000000,-1.745329,1.745329,0.0000,0.0000,0.0000,-0.002499,-1.573864,1.567728,0.4587,0.7744,0.2915,0.000000,0.572175,-0.559903,0.564505,-0.592117,0.575243,-0.550699
0.0168,0.016762,0.000000,-1.744452,1.744452,0.0000,0.0000,0.0000,-0.002536,-1.573864,1.567728,0.3538,0.7763,0.3389,0.000000,0.570641,-0.558369,0.564505,-0.590583,0.575243,-0.550699
0.0335,0.016764,0.000000,-1.743574,1.743574,0.0000,0.0000,0.0000,-0.002536,-1.573864,1.567728,0.3538,0.7763,0.3389,0.000000,0.570641,-0.558369,0.564505,-0.590583,0.575243,-0.550699
0.0503,0.016748,0.000000,-1.742697,1.742697,0.0000,0.0000,0.0000,-0.002507,-1.573864,1.567728,0.4539,0.7250,0.3347,0.000000,0.572175,-0.559903,0.564505,-0.590583,0.575243,-0.550699
0.0670,0.016763,0.000000,-1.741819,1.741819,0.0000,0.0000,0.0000,-0.002486,-1.607612,1.610680,0.4042,0.7634,0.2280,0.000000,0.572175,-0.559903,0.564505,-0.592117,0.575243,-0.552233
0.0838,0.016757,0.000000,-1.740942,1.740942,0.0000,0.0000,0.0000,-0.002475,-1.682777,1.681243,0.3597,0.7417,0.1858,0.000000,0.572175,-0.559903,0.564505,-0.592117,0.575243,-0.553767
0.1006,0.016764,0.000000,-1.740064,1.740064,0.0000,0.0000,0.0000,-0.002474,-1.762544,1.761010,0.3041,0.6755,0.1905,0.000000,0.572175,-0.559903,0.564505,-0.590583,0.575243,-0.555301
0.1173,0.016769,0.000000,-1.739186,1.739186,0.0000,0.0000,0.0000,-0.002474,-1.790156,1.782486,0.3041,0.6755,0.1905,0.000000,0.572175,-0.559903,0.564505,-0.592117,0.575243,-0.556835
0.1341,0.016766,0.000000,-1.738308,1.738308,0.0000,0.0000,0.0000,-0.002449,-1.790156,1.782486,0.2708,0.7156,0.0828,0.000000,0.572175,-0.559903,0.564505,-0.592117,0.575243,-0.556835
0.1508,0.016753,0.000000,-1.737431,1.737431,0.0000,0.0000,0.0000,-0.002427,-1.785554,1.779418,0.2747,0.6782,0.0944,0.000000,0.573709,-0.559903,0.564505,-0.592117,0.575243,-0.558369
0.1676,0.016770,0.000000,-1.736553,1.736553,0.0000,0.0000,0.0000,-0.002392,-1.771748,1.768680,0.3138,0.6133,0.0404,0.000000,0.575243,-0.561437,0.564505,-0.592117,0.575243,-0.559903
0.1844,0.016759,0.000000,-1.735675,1.735675,0.0000,0.0000,0.0000,-0.002358,-1.761010,1.765612,0.3492,0.5513,-0.0068,0.000000,0.576777,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.2011,0.016764,0.000000,-1.734798,1.734798,0.0000,0.0000,0.0000,-0.002350,-1.753340,1.762544,0.3954,0.5421,0.0519,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.2179,0.016739,0.000000,-1.733921,1.733921,0.0000,0.0000,0.0000,-0.002350,-1.751806,1.762544,0.3954,0.5421,0.0519,0.000000,0.578311,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.2346,0.016762,0.000000,-1.733043,1.733043,0.0000,0.0000,0.0000,-0.002362,-1.751806,1.762544,0.3798,0.4924,0.0995,0.000000,0.578311,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.2514,0.016749,0.000000,-1.732167,1.732167,0.0000,0.0000,0.0000,-0.002361,-1.751806,1.759476,0.3815,0.4975,0.0946,0.000000,0.578311,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.2682,0.016762,0.000000,-1.731289,1.731289,0.0000,0.0000,0.0000,-0.002361,-1.751806,1.757942,0.3815,0.4975,0.0946,0.000000,0.578311,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.2849,0.016757,0.000000,-1.730411,1.730411,0.0000,0.0000,0.0000,-0.002363,-1.751806,1.756408,0.4415,0.5654,0.0948,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.559903
0.3017,0.016756,0.000000,-1.729534,1.729534,0.0000,0.0000,0.0000,-0.002362,-1.751806,1.754874,0.4353,0.5583,0.0948,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.559903
0.3184,0.016753,0.000000,-1.728657,1.728657,0.0000,0.0000,0.0000,-0.002362,-1.751806,1.754874,0.4353,0.5583,0.0948,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.3351,0.016721,0.000000,-1.727781,1.727781,0.0000,0.0000,0.0000,-0.002349,-1.751806,1.754874,0.3864,0.5414,0.0413,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.3519,0.016754,0.000000,-1.726904,1.726904,0.0000,0.0000,0.0000,-0.002364,-1.751806,1.754874,0.4410,0.5608,0.1004,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.559903
0.3687,0.016769,0.000000,-1.726026,1.726026,0.0000,0.0000,0.0000,-0.002349,-1.751806,1.754874,0.3858,0.5411,0.0407,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.3854,0.016759,0.000000,-1.725149,1.725149,0.0000,0.0000,0.0000,-0.002351,-1.751806,1.754874,0.3916,0.5432,0.0469,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.4022,0.016767,0.000000,-1.724271,1.724271,0.0000,0.0000,0.0000,-0.002375,-1.751806,1.754874,0.4297,0.5098,0.1535,0.000000,0.578311,-0.562971,0.564505,-0.590583,0.575243,-0.559903
0.4190,0.016775,0.000000,-1.723392,1.723392,0.0000,0.0000,0.0000,-0.002375,-1.751806,1.754874,0.4297,0.5098,0.1535,0.000000,0.578311,-0.562971,0.564505,-0.590583,0.575243,-0.559903
0.4357,0.016775,0.000000,-1.722514,1.722514,0.0000,0.0000,0.0000,-0.002348,-1.751806,1.754874,0.3870,0.5465,0.0352,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.4525,0.016754,0.000000,-1.721637,1.721637,0.0000,0.0000,0.0000,-0.002351,-1.751806,1.754874,0.3915,0.5427,0.0475,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.4693,0.016762,0.000000,-1.720759,1.720759,0.0000,0.0000,0.0000,-0.002351,-1.751806,1.754874,0.3908,0.5432,0.0458,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.4860,0.016753,0.000000,-1.719882,1.719882,0.0000,0.0000,0.0000,-0.002362,-1.750272,1.754874,0.3803,0.4922,0.1002,0.000000,0.578311,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.5028,0.016753,0.000000,-1.719005,1.719005,0.0000,0.0000,0.0000,-0.002361,-1.751806,1.754874,0.3814,0.4975,0.0945,0.000000,0.578311,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.5195,0.016777,0.000000,-1.718126,1.718126,0.0000,0.0000,0.0000,-0.002350,-1.750272,1.754874,0.3920,0.5478,0.0413,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.5363,0.016762,0.000000,-1.717249,1.717249,0.0000,0.0000,0.0000,-0.002350,-1.750272,1.754874,0.3920,0.5478,0.0413,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.5531,0.016752,0.000000,-1.716371,1.716371,0.0000,0.0000,0.0000,-0.002351,-1.750272,1.754874,0.3909,0.5425,0.0469,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.5698,0.016756,0.000000,-1.715494,1.715494,0.0000,0.0000,0.0000,-0.002351,-1.750272,1.754874,0.3909,0.5425,0.0469,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.5866,0.016761,0.000000,-1.714617,1.714617,0.0000,0.0000,0.0000,-0.002351,-1.750272,1.754874,0.3909,0.5425,0.0469,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.6033,0.016765,0.000000,-1.713739,1.713739,0.0000,0.0000,0.0000,-0.002351,-1.750272,1.754874,0.3909,0.5425,0.0469,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.6201,0.016760,0.000000,-1.712861,1.712861,0.0000,0.0000,0.0000,-0.002351,-1.750272,1.754874,0.3909,0.5425,0.0469,0.000000,0.578311,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.6369,0.016773,0.000000,-1.711983,1.711983,0.0000,0.0000,0.0000,-0.002362,-1.750272,1.754874,0.3803,0.4923,0.1000,0.000000,0.578311,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.6536,0.016760,0.000000,-1.711105,1.711105,0.0000,0.0000,0.0000,-0.002349,-1.750272,1.754874,0.3921,0.5483,0.0408,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.6704,0.016763,0.000000,-1.710228,1.710228,0.0000,0.0000,0.0000,-0.002351,-1.750272,1.753340,0.3909,0.5425,0.0469,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.6871,0.016759,0.000000,-1.709350,1.709350,0.0000,0.0000,0.0000,-0.002351,-1.750272,1.753340,0.3909,0.5425,0.0469,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.7039,0.016766,0.000000,-1.708472,1.708472,0.0000,0.0000,0.0000,-0.002351,-1.750272,1.750272,0.3909,0.5425,0.0469,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.7207,0.016749,0.000000,-1.707595,1.707595,0.0000,0.0000,0.0000,-0.002362,-1.748738,1.745670,0.3803,0.4923,0.1000,0.000000,0.578311,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.7374,0.016755,0.000000,-1.706718,1.706718,0.0000,0.0000,0.0000,-0.002361,-1.748738,1.742602,0.3814,0.4975,0.0945,0.000000,0.578311,-0.562971,0.564505,-0.590583,0.575243,-0.561437
0.7542,0.016758,0.000000,-1.705841,1.705841,0.0000,0.0000,0.0000,-0.002350,-1.748738,1.741068,0.3920,0.5478,0.0413,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
0.7709,0.016758,0.000000,-1.704963,1.704963,0.0000,0.0000,0.0000,-0.002351,-1.748738,1.741068,0.3909,0.5425,0.0469,0.000000,0.578311,-0.562971,0.564505,-0.592117,0.575243,-0.561437
