t,loop_dt,cmd_ant_l,cmd_ant_r,pres_ant_l,pres_ant_r,pres_z,pres_roll,pres_pitch,pres_yaw
0.0000,0.000001,-0.349066,0.349066,-0.174874,0.176408,-0.001970,2.6446,1.8430,0.0334
0.0168,0.016759,-0.348522,0.348522,-0.167204,0.181010,-0.001947,2.8101,1.7133,0.0356
0.0336,0.016859,-0.346880,0.346880,-0.181010,0.174874,-0.001942,2.6332,1.7885,0.0139
0.0512,0.017575,-0.344012,0.344012,-0.231631,0.219359,-0.001946,2.7504,1.7852,0.0465
0.0679,0.016748,-0.340196,0.340196,-0.398835,0.377359,-0.001932,2.7767,1.6145,-0.0204
0.0847,0.016763,-0.335345,0.335345,-0.398835,0.377359,-0.001932,2.7767,1.6145,-0.0204
0.1014,0.016741,-0.329499,0.329499,-0.394233,0.366621,-0.001961,2.6881,1.8535,-0.0110
0.1182,0.016756,-0.322683,0.322683,-0.274583,0.328272,-0.001869,2.8242,1.7750,-0.0656
0.1350,0.016749,-0.314947,0.314947,-0.377359,0.354350,-0.001907,2.6456,1.6792,-0.0114
0.1517,0.016740,-0.306342,0.306342,-0.386563,0.322136,-0.001839,2.4668,1.8223,-0.0697
0.1688,0.017065,-0.296725,0.296725,-0.262311,0.329806,-0.001767,2.7738,1.7274,-0.0046
0.1855,0.016757,-0.286514,0.286514,-0.262311,0.329806,-0.001767,2.7738,1.7274,-0.0046
0.2023,0.016747,-0.275611,0.275611,-0.305262,0.322136,-0.001759,2.6310,1.6500,-0.0665
0.2190,0.016757,-0.264072,0.264072,-0.317534,0.311398,-0.001730,2.4944,1.5377,-0.0633
0.2358,0.016739,-0.251989,0.251989,-0.283786,0.303728,-0.001700,2.5212,1.5661,-0.1164
0.2525,0.016754,-0.239412,0.239412,-0.302194,0.269981,-0.001708,2.3175,1.4908,-0.1698
0.2693,0.016745,-0.226438,0.226438,-0.250039,0.280718,-0.001699,2.4412,1.5671,-0.2146
0.2860,0.016756,-0.213132,0.213132,-0.250039,0.280718,-0.001699,2.4412,1.5671,-0.2146
0.3028,0.016749,-0.199592,0.199592,-0.265379,0.251573,-0.001705,2.2275,1.4871,-0.2688
0.3195,0.016759,-0.185887,0.185887,-0.251573,0.245437,-0.001697,2.3523,1.5638,-0.3137
0.3363,0.016746,-0.172122,0.172122,-0.225495,0.239301,-0.001688,2.3887,1.5410,-0.2540
0.3530,0.016749,-0.158370,0.158370,-0.223961,0.214757,-0.001693,2.1840,1.4715,-0.2311
0.3699,0.016838,-0.144645,0.144645,-0.190214,0.200951,-0.001675,2.3573,1.5321,-0.3078
0.3866,0.016753,-0.131177,0.131177,-0.190214,0.200951,-0.001675,2.3573,1.5321,-0.3078
0.4034,0.016751,-0.117981,0.117981,-0.196350,0.176408,-0.001671,2.1876,1.4392,-0.3128
0.4201,0.016753,-0.105136,0.105136,-0.165670,0.171806,-0.001677,2.3569,1.5355,-0.3084
