t,loop_dt,cmd_ant_l,cmd_ant_r,pres_ant_l,pres_ant_r,pres_z,pres_roll,pres_pitch,pres_yaw
0.0000,0.000001,-0.349066,0.349066,-0.177942,0.173340,-0.001930,3.3504,1.4603,-0.4070
0.0168,0.016749,-0.348522,0.348522,-0.174874,0.173340,-0.001944,3.3864,1.4951,-0.4640
0.0335,0.016763,-0.346894,0.346894,-0.181010,0.179476,-0.001929,3.3415,1.4582,-0.4067
0.0503,0.016756,-0.344192,0.344192,-0.291456,0.297592,-0.001904,3.3353,1.4074,-0.5212
0.0670,0.016763,-0.340430,0.340430,-0.291456,0.297592,-0.001904,3.3353,1.4074,-0.5212
0.0838,0.016749,-0.335639,0.335639,-0.343612,0.339010,-0.001943,3.2888,1.4964,-0.5609
0.1005,0.016747,-0.329845,0.329845,-0.332874,0.331340,-0.001918,3.3940,1.5932,-0.4462
0.1173,0.016744,-0.323086,0.323086,-0.351282,0.349748,-0.001906,3.3380,1.3788,-0.4116
0.1340,0.016759,-0.315395,0.315395,-0.337476,0.329806,-0.001906,3.2484,1.5679,-0.5192
0.1508,0.016739,-0.306837,0.306837,-0.325204,0.323670,-0.001910,3.3185,1.4815,-0.5081
0.1675,0.016761,-0.297443,0.297443,-0.325204,0.323670,-0.001910,3.3185,1.4815,-0.5081
0.1843,0.016749,-0.287290,0.287290,-0.331340,0.328272,-0.001919,3.2992,1.4409,-0.4561
0.2010,0.016751,-0.276434,0.276434,-0.309864,0.308330,-0.001918,3.3012,1.4451,-0.4615
0.2177,0.016697,-0.264981,0.264981,-0.311398,0.311398,-0.001908,3.3130,1.4943,-0.5141
0.2345,0.016757,-0.252925,0.252925,-0.303728,0.300660,-0.001909,3.3118,1.4891,-0.5086
0.2512,0.016738,-0.240394,0.240394,-0.282252,0.279185,-0.001896,3.2707,1.4564,-0.4577
0.2680,0.016749,-0.227445,0.227445,-0.282252,0.279185,-0.001896,3.2707,1.4564,-0.4577
0.2847,0.016747,-0.214169,0.214169,-0.271515,0.269981,-0.001911,3.3162,1.4931,-0.5145
0.3015,0.016743,-0.200649,0.200649,-0.251573,0.254641,-0.001909,3.3115,1.4893,-0.5086
0.3182,0.016741,-0.186968,0.186968,-0.242369,0.240835,-0.001909,3.3115,1.4893,-0.5086
0.3350,0.016753,-0.173200,0.173200,-0.223961,0.222427,-0.001909,3.3115,1.4893,-0.5086
0.3517,0.016743,-0.159448,0.159448,-0.202485,0.199418,-0.001909,3.3115,1.4893,-0.5086
0.3685,0.016762,-0.145775,0.145775,-0.202485,0.199418,-0.001909,3.3115,1.4893,-0.5086
0.3852,0.016751,-0.132290,0.132290,-0.199418,0.194816,-0.001909,3.3115,1.4893,-0.5086
0.4020,0.016743,-0.119074,0.119074,-0.181010,0.181010,-0.001909,3.3115,1.4893,-0.5086
0.4187,0.016745,-0.106201,0.106201,-0.164136,0.162602,-0.001909,3.3115,1.4893,-0.5086
0.4355,0.016755,-0.093747,0.093747,-0.142660,0.141126,-0.001909,3.3115,1.4893,-0.5086
0.4522,0.016748,-0.081801,0.081801,-0.119651,0.118117,-0.001909,3.3115,1.4893,-0.5086
0.4689,0.016743,-0.070435,0.070435,-0.119651,0.118117,-0.001909,3.3115,1.4893,-0.5086
0.4857,0.016742,-0.059718,0.059718,-0.116583,0.111981,-0.001909,3.3115,1.4893,-0.5086
0.5024,0.016744,-0.049714,0.049714,-0.102777,0.101243,-0.001909,3.3115,1.4893,-0.5086
0.5192,0.016737,-0.040490,0.040490,-0.081301,0.079767,-0.001909,3.3115,1.4893,-0.5086
0.5359,0.016743,-0.032097,0.032097,-0.075165,0.070563,-0.001909,3.3115,1.4893,-0.5086
0.5527,0.016749,-0.024588,0.024588,-0.055223,0.055223,-0.001909,3.3115,1.4893,-0.5086
0.5694,0.016744,-0.018014,0.018014,-0.055223,0.055223,-0.001909,3.3115,1.4893,-0.5086
0.5861,0.016741,-0.012415,0.012415,-0.041417,0.039884,-0.001919,3.2999,1.4401,-0.4560
0.6029,0.016732,-0.007826,0.007826,-0.036816,0.036816,-0.001908,3.3131,1.4948,-0.5147
0.6196,0.016741,-0.004272,0.004272,-0.019942,0.026078,-0.001909,3.3118,1.4891,-0.5086
0.6364,0.016744,-0.001777,0.001777,-0.015340,0.013806,-0.001909,3.3118,1.4891,-0.5086
0.6533,0.016980,-0.000344,0.000344,-0.010738,0.012272,-0.001909,3.3118,1.4891,-0.5086
0.6701,0.016741,-0.000023,0.000023,-0.010738,0.012272,-0.001909,3.3118,1.4891,-0.5086
0.6868,0.016748,-0.000787,0.000787,0.003068,0.003068,-0.001909,3.3118,1.4891,-0.5086
0.7036,0.016744,-0.002633,0.002633,-0.004602,0.001534,-0.001909,3.3118,1.4891,-0.5086
0.7203,0.016752,-0.005551,0.005551,-0.003068,0.003068,-0.001909,3.3118,1.4891,-0.5086
0.7371,0.016743,-0.009518,0.009518,0.004602,0.000000,-0.001909,3.3118,1.4891,-0.5086
0.7538,0.016752,-0.014515,0.014515,0.004602,0.000000,-0.001909,3.3118,1.4891,-0.5086
0.7706,0.016741,-0.020504,0.020504,-0.003068,0.001534,-0.001919,3.2999,1.4401,-0.4560
0.7873,0.016751,-0.027456,0.027456,-0.003068,0.009204,-0.001908,3.3131,1.4948,-0.5147
0.8040,0.016729,-0.035313,0.035313,-0.001534,0.009204,-0.001919,3.2998,1.4395,-0.4554
0.8208,0.016748,-0.044046,0.044046,-0.013806,0.015340,-0.001918,3.3012,1.4453,-0.4615
0.8375,0.016742,-0.053587,0.053587,-0.023010,0.030680,-0.001908,3.3130,1.4943,-0.5141
0.8543,0.016750,-0.063885,0.063885,-0.023010,0.030680,-0.001908,3.3130,1.4943,-0.5141
0.8710,0.016743,-0.074868,0.074868,-0.030680,0.033748,-0.001909,3.3118,1.4891,-0.5086
0.8878,0.016776,-0.086494,0.086494,-0.041417,0.036816,-0.001909,3.3118,1.4891,-0.5086
