t,loop_dt,cmd_ant_l,cmd_ant_r,pres_ant_l,pres_ant_r,pres_z,pres_roll,pres_pitch,pres_yaw
0.0000,0.000001,-0.349066,0.349066,-0.174874,0.173340,-0.001825,3.0192,1.4618,-0.3598
0.0168,0.016749,-0.348522,0.348522,-0.176408,0.173340,-0.001825,3.0192,1.4618,-0.3598
0.0335,0.016754,-0.346895,0.346895,-0.176408,0.173340,-0.001825,3.0192,1.4618,-0.3598
0.0502,0.016743,-0.344196,0.344196,-0.176408,0.173340,-0.001825,3.0192,1.4618,-0.3598
0.0670,0.016751,-0.340439,0.340439,-0.204019,0.204019,-0.001825,3.0192,1.4618,-0.3598
0.0837,0.016747,-0.335651,0.335651,-0.273049,0.288388,-0.001838,3.0300,1.4103,-0.4140
0.1005,0.016760,-0.329854,0.329854,-0.273049,0.288388,-0.001838,3.0300,1.4103,-0.4140
0.1173,0.016754,-0.323092,0.323092,-0.316000,0.319068,-0.001823,3.0180,1.4678,-0.3535
0.1340,0.016743,-0.315409,0.315409,-0.320602,0.309864,-0.001825,3.0192,1.4618,-0.3598
0.1507,0.016739,-0.306852,0.306852,-0.329806,0.328272,-0.001812,2.9782,1.4292,-0.3074
0.1675,0.016747,-0.297468,0.297468,-0.319068,0.319068,-0.001812,3.0125,1.5179,-0.3097
0.1843,0.016838,-0.287261,0.287261,-0.319068,0.328272,-0.001813,2.9789,1.4233,-0.3126
0.2011,0.016781,-0.276383,0.276383,-0.319068,0.328272,-0.001813,2.9789,1.4233,-0.3126
0.2179,0.016751,-0.264889,0.264889,-0.317534,0.323670,-0.001813,2.9824,1.4332,-0.3123
0.2346,0.016750,-0.252833,0.252833,-0.302194,0.300660,-0.001826,3.0229,1.4654,-0.3641
0.2513,0.016740,-0.240298,0.240298,-0.303728,0.302194,-0.001824,3.0187,1.4621,-0.3587
0.2683,0.016912,-0.227219,0.227219,-0.288388,0.289922,-0.001812,2.9782,1.4291,-0.3075
0.2850,0.016744,-0.213939,0.213939,-0.257709,0.259243,-0.001812,3.0125,1.5179,-0.3097
0.3017,0.016745,-0.200414,0.200414,-0.257709,0.259243,-0.001812,3.0125,1.5179,-0.3097
0.3185,0.016748,-0.186725,0.186725,-0.239301,0.236233,-0.001813,2.9789,1.4233,-0.3126
0.3352,0.016746,-0.172962,0.172962,-0.239301,0.236233,-0.001813,2.9824,1.4332,-0.3123
0.3520,0.016739,-0.159215,0.159215,-0.222427,0.225495,-0.001826,3.0229,1.4654,-0.3641
0.3687,0.016752,-0.145552,0.145552,-0.200951,0.200951,-0.001811,2.9778,1.4288,-0.3070
0.3855,0.016809,-0.132024,0.132024,-0.182544,0.177942,-0.001813,2.9825,1.4326,-0.3129
0.4023,0.016771,-0.118793,0.118793,-0.182544,0.177942,-0.001813,2.9825,1.4326,-0.3129
0.4191,0.016748,-0.105926,0.105926,-0.164136,0.156466,-0.001813,2.9825,1.4326,-0.3129
0.4358,0.016740,-0.093493,0.093493,-0.164136,0.156466,-0.001813,2.9825,1.4326,-0.3129
0.4525,0.016740,-0.081564,0.081564,-0.141126,0.145728,-0.001826,3.0229,1.4655,-0.3640
0.4693,0.016739,-0.070213,0.070213,-0.119651,0.122718,-0.001824,3.0187,1.4621,-0.3587
0.4860,0.016744,-0.059508,0.059508,-0.102777,0.104311,-0.001824,3.0187,1.4621,-0.3587
0.5028,0.016741,-0.049521,0.049521,-0.102777,0.104311,-0.001824,3.0187,1.4621,-0.3587
0.5195,0.016747,-0.040308,0.040308,-0.081301,0.088971,-0.001812,2.9782,1.4291,-0.3075
0.5363,0.016740,-0.031934,0.031934,-0.081301,0.085903,-0.001813,2.9824,1.4326,-0.3129
0.5530,0.016743,-0.024446,0.024446,-0.065961,0.075165,-0.001826,3.0229,1.4655,-0.3640
0.5697,0.016745,-0.017891,0.017891,-0.049087,0.056757,-0.001811,2.9778,1.4288,-0.3070
0.5865,0.016758,-0.012307,0.012307,-0.044485,0.050621,-0.001826,3.0234,1.4659,-0.3646
0.6032,0.016743,-0.007737,0.007737,-0.044485,0.050621,-0.001826,3.0234,1.4659,-0.3646
0.6200,0.016748,-0.004205,0.004205,-0.026078,0.035282,-0.001824,3.0187,1.4620,-0.3586
0.6367,0.016741,-0.001734,0.001734,-0.027612,0.029146,-0.001824,3.0187,1.4620,-0.3586
0.6535,0.016758,-0.000336,0.000336,-0.016874,0.018408,-0.001812,2.9782,1.4291,-0.3075
0.6702,0.016747,-0.000025,0.000025,-0.003068,0.004602,-0.001813,2.9824,1.4326,-0.3129
0.6870,0.016753,-0.000800,0.000800,-0.003068,0.004602,-0.001813,2.9824,1.4326,-0.3129
0.7037,0.016744,-0.002656,0.002656,-0.012272,0.007670,-0.001813,2.9824,1.4326,-0.3129
0.7205,0.016746,-0.005582,0.005582,-0.007670,0.004602,-0.001826,3.0229,1.4655,-0.3640
0.7372,0.016743,-0.009559,0.009559,-0.010738,0.006136,-0.001811,2.9778,1.4288,-0.3070
0.7540,0.016743,-0.014562,0.014562,-0.007670,0.006136,-0.001812,3.0125,1.5180,-0.3097
0.7707,0.016740,-0.020560,0.020560,-0.003068,-0.001534,-0.001813,2.9789,1.4233,-0.3126
0.7875,0.016752,-0.027520,0.027520,-0.003068,-0.001534,-0.001813,2.9789,1.4233,-0.3126
0.8042,0.016740,-0.035390,0.035390,-0.013806,0.006136,-0.001826,3.0233,1.4664,-0.3641
0.8209,0.016746,-0.044129,0.044129,-0.015340,0.009204,-0.001824,3.0187,1.4620,-0.3587
0.8377,0.016748,-0.053681,0.053681,-0.018408,0.016874,-0.001812,2.9782,1.4292,-0.3075
0.8546,0.016942,-0.064108,0.064108,-0.032214,0.038350,-0.001826,3.0233,1.4658,-0.3646
0.8714,0.016743,-0.075105,0.075105,-0.029146,0.036816,-0.001824,3.0187,1.4620,-0.3586
0.8881,0.016753,-0.086727,0.086727,-0.029146,0.036816,-0.001824,3.0187,1.4620,-0.3586
0.9049,0.016749,-0.098894,0.098894,-0.046019,0.049087,-0.001812,2.9782,1.4291,-0.3075
0.9216,0.016760,-0.111540,0.111540,-0.056757,0.055223,-0.001826,3.0233,1.4658,-0.3646
0.9384,0.016746,-0.124567,0.124567,-0.065961,0.055223,-0.001824,3.0187,1.4620,-0.3586
0.9551,0.016748,-0.137907,0.137907,-0.095107,0.073631,-0.001812,2.9782,1.4291,-0.3075
0.9719,0.016745,-0.151472,0.151472,-0.099709,0.092039,-0.001826,3.0233,1.4658,-0.3646
0.9886,0.016752,-0.165187,0.165187,-0.099709,0.092039,-0.001826,3.0233,1.4658,-0.3646
1.0054,0.016751,-0.178959,0.178959,-0.113515,0.101243,-0.001811,2.9777,1.4287,-0.3069
1.0221,0.016750,-0.192702,0.192702,-0.125786,0.124252,-0.001826,3.0234,1.4659,-0.3647
1.0389,0.016740,-0.206325,0.206325,-0.139592,0.138058,-0.001811,2.9777,1.4287,-0.3069
1.0556,0.016753,-0.219760,0.219760,-0.161068,0.154932,-0.001813,2.9825,1.4326,-0.3129
1.0724,0.016742,-0.232905,0.232905,-0.176408,0.167204,-0.001826,3.0229,1.4655,-0.3640
1.0892,0.016847,-0.245766,0.245766,-0.176408,0.167204,-0.001826,3.0229,1.4655,-0.3640
1.1060,0.016747,-0.258106,0.258106,-0.194816,0.184078,-0.001811,2.9778,1.4288,-0.3070
1.1227,0.016763,-0.269936,0.269936,-0.207087,0.199418,-0.001826,3.0234,1.4659,-0.3646
1.1395,0.016747,-0.281161,0.281161,-0.216291,0.205553,-0.001835,2.9689,1.4765,-0.4134
1.1564,0.016974,-0.291861,0.291861,-0.237767,0.240835,-0.001810,2.9834,1.4276,-0.3018
1.1733,0.016867,-0.301750,0.301750,-0.250039,0.257709,-0.001826,3.0228,1.4660,-0.3652
1.1901,0.016747,-0.310774,0.310774,-0.250039,0.257709,-0.001826,3.0228,1.4660,-0.3652
1.2068,0.016741,-0.318948,0.318948,-0.257709,0.263845,-0.001811,2.9778,1.4287,-0.3068
1.2236,0.016750,-0.326226,0.326226,-0.273049,0.279185,-0.001826,3.0234,1.4659,-0.3647
1.2403,0.016743,-0.332558,0.332558,-0.286854,0.279185,-0.001810,3.0078,1.5141,-0.3037
1.2570,0.016753,-0.337909,0.337909,-0.299126,0.305262,-0.001813,2.9794,1.4237,-0.3132
1.2738,0.016750,-0.342242,0.342242,-0.299126,0.305262,-0.001813,2.9794,1.4237,-0.3132
1.2905,0.016751,-0.345530,0.345530,-0.317534,0.314466,-0.001813,2.9823,1.4331,-0.3123
1.3073,0.016740,-0.347753,0.347753,-0.322136,0.309864,-0.001812,3.0120,1.5175,-0.3092
1.3240,0.016746,-0.348898,0.348898,-0.334408,0.337476,-0.001826,3.0198,1.4566,-0.3644
1.3408,0.016748,-0.348958,0.348958,-0.345146,0.343612,-0.001811,2.9781,1.4297,-0.3069
1.3578,0.017050,-0.347904,0.347904,-0.345146,0.349748,-0.001811,2.9781,1.4297,-0.3069
1.3746,0.016750,-0.345779,0.345779,-0.345146,0.349748,-0.001813,2.9825,1.4325,-0.3129
1.3913,0.016761,-0.342585,0.342585,-0.348214,0.351282,-0.001826,3.0229,1.4655,-0.3640
1.4081,0.016744,-0.338348,0.338348,-0.343612,0.340544,-0.001798,2.9669,1.4809,-0.2521
1.4248,0.016737,-0.333094,0.333094,-0.348214,0.346680,-0.001814,2.9836,1.4272,-0.3186
1.4416,0.016745,-0.326852,0.326852,-0.348214,0.345146,-0.001826,3.0228,1.4660,-0.3634
1.4586,0.016983,-0.319552,0.319552,-0.342078,0.342078,-0.001811,2.9778,1.4287,-0.3070
1.4753,0.016750,-0.311443,0.311443,-0.342078,0.342078,-0.001811,2.9778,1.4287,-0.3070
1.4921,0.016753,-0.302480,0.302480,-0.339010,0.340544,-0.001826,3.0234,1.4659,-0.3646
1.5088,0.016742,-0.292726,0.292726,-0.325204,0.326738,-0.001797,2.9669,1.4808,-0.2520
1.5255,0.016743,-0.282236,0.282236,-0.328272,0.325204,-0.001827,3.0245,1.4605,-0.3704
1.5422,0.016704,-0.271103,0.271103,-0.317534,0.320602,-0.001810,3.0076,1.5147,-0.3031
1.5590,0.016773,-0.259322,0.259322,-0.306796,0.305262,-0.001813,2.9794,1.4237,-0.3133
1.5758,0.016741,-0.247036,0.247036,-0.306796,0.305262,-0.001813,2.9794,1.4237,-0.3133
1.5925,0.016749,-0.234293,0.234293,-0.297592,0.299126,-0.001826,3.0232,1.4664,-0.3640
1.6092,0.016741,-0.221184,0.221184,-0.285320,0.288388,-0.001824,3.0187,1.4620,-0.3587
1.6261,0.016856,-0.207692,0.207692,-0.279185,0.271515,-0.001812,2.9782,1.4292,-0.3075
1.6429,0.016747,-0.194080,0.194080,-0.260777,0.256175,-0.001826,3.0233,1.4658,-0.3646
1.6596,0.016754,-0.180341,0.180341,-0.242369,0.236233,-0.001811,2.9777,1.4287,-0.3069
1.6764,0.016746,-0.166571,0.166571,-0.242369,0.236233,-0.001811,2.9777,1.4287,-0.3069
1.6931,0.016736,-0.152860,0.152860,-0.227029,0.228563,-0.001813,2.9825,1.4326,-0.3129
1.7098,0.016741,-0.139280,0.139280,-0.207087,0.219359,-0.001826,3.0229,1.4655,-0.3640
1.7266,0.016743,-0.125916,0.125916,-0.197884,0.194816,-0.001811,2.9778,1.4288,-0.3070
1.7433,0.016751,-0.112850,0.112850,-0.174874,0.174874,-0.001826,3.0234,1.4659,-0.3646
