t,loop_dt,cmd_ant_l,cmd_ant_r,pres_ant_l,pres_ant_r,pres_z,pres_roll,pres_pitch,pres_yaw
0.0000,0.000001,-0.349066,0.349066,-0.177942,0.173340,-0.002080,2.6295,1.7455,0.0829
0.0168,0.016756,-0.348522,0.348522,-0.177942,0.173340,-0.002066,2.6682,1.7092,0.0286
0.0335,0.016742,-0.346896,0.346896,-0.176408,0.173340,-0.002067,2.6642,1.7130,0.1221
0.0502,0.016739,-0.344197,0.344197,-0.182544,0.177942,-0.002081,2.6253,1.7487,0.1752
0.0670,0.016713,-0.340451,0.340451,-0.233165,0.230097,-0.002093,2.6408,1.6929,0.1152
0.0837,0.016747,-0.335665,0.335665,-0.314466,0.309864,-0.002065,2.5866,1.7179,0.1397
0.1004,0.016745,-0.329877,0.329877,-0.314466,0.309864,-0.002065,2.5866,1.7179,0.1397
0.1172,0.016749,-0.323120,0.323120,-0.372757,0.365087,-0.002081,2.6333,1.7482,0.1642
0.1339,0.016747,-0.315439,0.315439,-0.380427,0.369689,-0.002066,2.5874,1.7121,0.1346
0.1507,0.016751,-0.306879,0.306879,-0.366621,0.358952,-0.002067,2.6726,1.7127,0.0232
0.1675,0.016762,-0.297488,0.297488,-0.345146,0.340544,-0.002081,2.6244,1.7487,0.0885
0.1842,0.016753,-0.287337,0.287337,-0.322136,0.325204,-0.002066,2.5883,1.7120,0.2212
0.2009,0.016738,-0.276492,0.276492,-0.322136,0.325204,-0.002066,2.5883,1.7120,0.2212
0.2177,0.016748,-0.265006,0.265006,-0.308330,0.312932,-0.002067,2.6725,1.7127,0.1112
0.2344,0.016748,-0.252957,0.252957,-0.299126,0.302194,-0.002067,2.5833,1.7158,0.1401
0.2512,0.016745,-0.240422,0.240422,-0.286854,0.292990,-0.002067,2.5926,1.7155,0.1279
0.2679,0.016744,-0.227478,0.227478,-0.279185,0.282252,-0.002067,2.5913,1.7155,0.1296
0.2847,0.016780,-0.214175,0.214175,-0.266913,0.268447,-0.002067,2.5913,1.7155,0.2175
0.3015,0.016746,-0.200653,0.200653,-0.266913,0.268447,-0.002067,2.5913,1.7155,0.2175
0.3182,0.016749,-0.186965,0.186965,-0.253107,0.254641,-0.002081,2.6328,1.7484,0.0774
0.3349,0.016743,-0.173205,0.173205,-0.237767,0.239301,-0.002065,2.6679,1.7089,0.0292
0.3517,0.016749,-0.159449,0.159449,-0.222427,0.223961,-0.002054,2.6231,1.6801,0.0858
0.3684,0.016744,-0.145790,0.145790,-0.202485,0.207087,-0.002069,2.5885,1.7192,0.1336
0.3852,0.016810,-0.132258,0.132258,-0.182544,0.188680,-0.002069,2.5885,1.7192,0.1336
0.4020,0.016742,-0.119044,0.119044,-0.182544,0.188680,-0.002067,2.6725,1.7119,0.0233
0.4187,0.016743,-0.106174,0.106174,-0.162602,0.167204,-0.002054,2.6226,1.6798,0.1743
0.4355,0.016738,-0.093733,0.093733,-0.147262,0.148796,-0.002055,2.6278,1.6831,0.1677
0.4522,0.016752,-0.081785,0.081785,-0.134990,0.133456,-0.002082,2.6291,1.7518,0.0826
0.4690,0.016739,-0.070423,0.070423,-0.119651,0.116583,-0.002066,2.5878,1.7117,0.1339
0.4857,0.016748,-0.059703,0.059703,-0.119651,0.116583,-0.002066,2.5878,1.7117,0.1339
0.5025,0.016740,-0.049702,0.049702,-0.101243,0.099709,-0.002067,2.6725,1.7127,0.1112
0.5192,0.016743,-0.040476,0.040476,-0.084369,0.082835,-0.002054,2.6226,1.6797,0.1743
0.5359,0.016740,-0.032086,0.032086,-0.072097,0.070563,-0.002082,2.6296,1.7522,0.1698
0.5527,0.016749,-0.024577,0.024577,-0.056757,0.055223,-0.002066,2.5878,1.7117,0.2219
0.5694,0.016741,-0.018006,0.018006,-0.041417,0.041417,-0.002081,2.6332,1.7488,0.1648
0.5862,0.016750,-0.012405,0.012405,-0.041417,0.041417,-0.002081,2.6332,1.7488,0.1648
0.6029,0.016746,-0.007815,0.007815,-0.029146,0.029146,-0.002065,2.6678,1.7089,0.0292
0.6197,0.016753,-0.004262,0.004262,-0.021476,0.021476,-0.002068,2.5838,1.7162,0.1395
0.6364,0.016749,-0.001770,0.001770,-0.018408,0.015340,-0.002067,2.6729,1.7123,0.0227
0.6532,0.016751,-0.000353,0.000353,-0.015340,0.009204,-0.002054,2.6225,1.6797,0.1744
0.6699,0.016747,-0.000021,0.000021,-0.010738,0.003068,-0.002082,2.6296,1.7521,0.1698
0.6867,0.016765,-0.000776,0.000776,-0.010738,0.003068,-0.002082,2.6296,1.7521,0.1698
0.7034,0.016747,-0.002613,0.002613,0.000000,0.000000,-0.002066,2.5878,1.7117,0.2219
0.7202,0.016754,-0.005521,0.005521,0.001534,0.000000,-0.002081,2.6332,1.7488,0.1648
0.7369,0.016744,-0.009480,0.009480,-0.001534,0.000000,-0.002079,2.6285,1.7450,0.1708
0.7537,0.016764,-0.014473,0.014473,-0.004602,0.000000,-0.002066,2.5879,1.7124,0.1339
0.7704,0.016742,-0.020455,0.020455,-0.004602,0.004602,-0.002054,2.6314,1.6797,0.0749
0.7872,0.016751,-0.027400,0.027400,-0.004602,0.004602,-0.002054,2.6314,1.6797,0.0749
0.8039,0.016744,-0.035258,0.035258,-0.004602,0.010738,-0.002069,2.5876,1.7192,0.1347
0.8207,0.016749,-0.043985,0.043985,-0.012272,0.013806,-0.002080,2.6332,1.7480,0.1648
0.8374,0.016741,-0.053520,0.053520,-0.021476,0.016874,-0.002066,2.5874,1.7121,0.1345
0.8542,0.016753,-0.063815,0.063815,-0.033748,0.023010,-0.002067,2.6726,1.7127,0.0232
0.8709,0.016743,-0.074794,0.074794,-0.049087,0.036816,-0.002067,2.6637,1.7126,0.0348
0.8878,0.016886,-0.086494,0.086494,-0.049087,0.036816,-0.002067,2.6637,1.7126,0.0348
0.9045,0.016741,-0.098645,0.098645,-0.056757,0.050621,-0.002081,2.6253,1.7487,0.1752
0.9213,0.016751,-0.111275,0.111275,-0.061359,0.065961,-0.002079,2.6293,1.7450,0.0818
0.9380,0.016740,-0.124290,0.124290,-0.064427,0.075165,-0.002079,2.6293,1.7450,0.0818
0.9548,0.016757,-0.137632,0.137632,-0.081301,0.082835,-0.002066,2.5878,1.7124,0.1340
0.9715,0.016743,-0.151192,0.151192,-0.110447,0.101243,-0.002054,2.6315,1.6797,0.1628
0.9883,0.016753,-0.164905,0.164905,-0.110447,0.101243,-0.002054,2.6315,1.6797,0.1628
1.0050,0.016741,-0.178669,0.178669,-0.128854,0.119651,-0.002069,2.5876,1.7192,0.1347
1.0218,0.016751,-0.192414,0.192414,-0.144194,0.139592,-0.002053,2.6315,1.6790,0.1627
1.0385,0.016739,-0.206039,0.206039,-0.153398,0.153398,-0.002055,2.6269,1.6832,0.1690
1.0560,0.017515,-0.220085,0.220085,-0.164136,0.165670,-0.002069,2.5881,1.7189,0.1341
1.0728,0.016746,-0.233225,0.233225,-0.187146,0.184078,-0.002081,2.6332,1.7481,0.0769
1.0895,0.016750,-0.246003,0.246003,-0.187146,0.184078,-0.002081,2.6332,1.7481,0.0769
1.1063,0.016745,-0.258332,0.258332,-0.210155,0.205553,-0.002079,2.6285,1.7450,0.0829
1.1230,0.016757,-0.270147,0.270147,-0.227029,0.222427,-0.002052,2.6272,1.6763,0.0802
1.1398,0.016743,-0.281358,0.281358,-0.236233,0.234699,-0.002069,2.5881,1.7196,0.2221
1.1566,0.016779,-0.291927,0.291927,-0.245437,0.245437,-0.002067,2.5921,1.7151,0.1286
1.1733,0.016745,-0.301742,0.301742,-0.263845,0.263845,-0.002067,2.5921,1.7151,0.1286
1.1900,0.016750,-0.310768,0.310768,-0.263845,0.263845,-0.002067,2.5921,1.7151,0.1286
1.2068,0.016744,-0.318944,0.318944,-0.285320,0.285320,-0.002054,2.6310,1.6794,0.0755
1.2235,0.016755,-0.326225,0.326225,-0.300660,0.296058,-0.002068,2.6680,1.7161,0.1173
1.2403,0.016741,-0.332556,0.332556,-0.303728,0.299126,-0.002067,2.5838,1.7155,0.1395
1.2570,0.016751,-0.337907,0.337907,-0.305262,0.302194,-0.002054,2.6319,1.6794,0.0743
1.2739,0.016889,-0.342271,0.342271,-0.320602,0.320602,-0.002069,2.5876,1.7193,0.1348
1.2907,0.016753,-0.345552,0.345552,-0.320602,0.320602,-0.002069,2.5876,1.7193,0.1348
1.3074,0.016745,-0.347767,0.347767,-0.340544,0.339010,-0.002067,2.5922,1.7151,0.2164
1.3242,0.016746,-0.348903,0.348903,-0.343612,0.339010,-0.002081,2.6328,1.7485,0.0775
1.3409,0.016742,-0.348954,0.348954,-0.339010,0.335942,-0.002066,2.5874,1.7121,0.1345
1.3577,0.016750,-0.347920,0.347920,-0.351282,0.348214,-0.002081,2.6332,1.7488,0.0769
1.3744,0.016744,-0.345807,0.345807,-0.355884,0.349748,-0.002052,2.6267,1.6759,0.0809
1.3912,0.016750,-0.342626,0.342626,-0.355884,0.349748,-0.002052,2.6267,1.6759,0.0809
1.4079,0.016740,-0.338402,0.338402,-0.352816,0.346680,-0.002069,2.5881,1.7196,0.1341
1.4246,0.016745,-0.333157,0.333157,-0.351282,0.348214,-0.002080,2.6332,1.7480,0.0769
1.4414,0.016745,-0.326924,0.326924,-0.351282,0.348214,-0.002052,2.6267,1.6760,0.0808
1.4581,0.016743,-0.319744,0.319744,-0.348214,0.343612,-0.002055,2.6274,1.6835,0.0804
1.4749,0.016747,-0.311659,0.311659,-0.343612,0.340544,-0.002069,2.5880,1.7188,0.1341
1.4916,0.016753,-0.302717,0.302717,-0.343612,0.340544,-0.002069,2.5880,1.7188,0.1341
1.5084,0.016743,-0.292982,0.292982,-0.340544,0.335942,-0.002053,2.6314,1.6790,0.0749
1.5251,0.016743,-0.282510,0.282510,-0.335942,0.332874,-0.002069,2.5876,1.7193,0.2226
1.5419,0.016741,-0.271368,0.271368,-0.326738,0.329806,-0.002053,2.6315,1.6790,0.0748
1.5586,0.016750,-0.259617,0.259617,-0.316000,0.322136,-0.002069,2.5876,1.7193,0.2226
1.5754,0.016792,-0.247304,0.247304,-0.302194,0.306796,-0.002053,2.6315,1.6790,0.0748
1.5921,0.016746,-0.234572,0.234572,-0.302194,0.306796,-0.002053,2.6315,1.6790,0.0748
1.6089,0.016741,-0.221470,0.221470,-0.285320,0.291456,-0.002069,2.5876,1.7193,0.1347
1.6256,0.016750,-0.208069,0.208069,-0.271515,0.276117,-0.002053,2.6315,1.6790,0.0748
1.6424,0.016751,-0.194458,0.194458,-0.259243,0.262311,-0.002055,2.6269,1.6832,0.0811
1.6591,0.016753,-0.180722,0.180722,-0.246971,0.246971,-0.002055,2.6269,1.6832,0.0811
1.6759,0.016780,-0.166924,0.166924,-0.230097,0.228563,-0.002082,2.6292,1.7518,0.0825
1.6927,0.016750,-0.153200,0.153200,-0.230097,0.228563,-0.002082,2.6292,1.7518,0.0825
1.7094,0.016746,-0.139610,0.139610,-0.210155,0.213223,-0.002079,2.6289,1.7446,0.1702
1.7262,0.016750,-0.126235,0.126235,-0.191748,0.196350,-0.002066,2.5878,1.7125,0.1340
1.7429,0.016745,-0.113165,0.113165,-0.174874,0.179476,-0.002068,2.5921,1.7158,0.2165
1.7597,0.016758,-0.100466,0.100466,-0.162602,0.165670,-0.002067,2.6721,1.7123,0.1117
1.7764,0.016758,-0.088230,0.088230,-0.144194,0.145728,-0.002068,2.5834,1.7159,0.2279
1.7932,0.016766,-0.076526,0.076526,-0.144194,0.145728,-0.002068,2.5834,1.7159,0.2279
1.8099,0.016748,-0.065445,0.065445,-0.127320,0.125786,-0.002054,2.6319,1.6793,0.0743
1.8267,0.016746,-0.055044,0.055044,-0.111981,0.110447,-0.002069,2.5876,1.7193,0.1348
1.8435,0.016797,-0.045359,0.045359,-0.095107,0.095107,-0.002067,2.5922,1.7151,0.2164
1.8602,0.016754,-0.036504,0.036504,-0.084369,0.081301,-0.002067,2.5922,1.7151,0.2164
1.8770,0.016752,-0.028511,0.028511,-0.069029,0.065961,-0.002081,2.6328,1.7485,0.0775
