t,loop_dt,cmd_ant_l,cmd_ant_r,pres_ant_l,pres_ant_r,pres_z,pres_roll,pres_pitch,pres_yaw
0.0000,0.000001,-0.349066,0.349066,-0.176408,0.173340,-0.001818,2.9370,1.6605,-0.2677
0.0168,0.016749,-0.348522,0.348522,-0.176408,0.173340,-0.001818,2.9370,1.6605,-0.2677
0.0335,0.016743,-0.346896,0.346896,-0.181010,0.179476,-0.001818,2.9370,1.6605,-0.2677
0.0505,0.017037,-0.344141,0.344141,-0.240835,0.236233,-0.001818,2.9370,1.6605,-0.2677
0.0673,0.016741,-0.340369,0.340369,-0.288388,0.283786,-0.001818,2.9370,1.6605,-0.2677
0.0840,0.016750,-0.335563,0.335563,-0.288388,0.283786,-0.001818,2.9370,1.6605,-0.2677
0.1008,0.016751,-0.329754,0.329754,-0.303728,0.299126,-0.001818,2.9370,1.6605,-0.2677
0.1175,0.016753,-0.322976,0.322976,-0.320602,0.320602,-0.001818,2.9370,1.6605,-0.2677
0.1343,0.016745,-0.315279,0.315279,-0.332874,0.328272,-0.001818,2.9370,1.6605,-0.2677
0.1510,0.016743,-0.306706,0.306706,-0.325204,0.325204,-0.001818,2.9370,1.6605,-0.2677
0.1678,0.016744,-0.297310,0.297310,-0.331340,0.331340,-0.001818,2.9370,1.6605,-0.3556
0.1845,0.016741,-0.287153,0.287153,-0.331340,0.331340,-0.001818,2.9370,1.6605,-0.3556
0.2012,0.016748,-0.276290,0.276290,-0.323670,0.322136,-0.001818,2.9370,1.6605,-0.2677
0.2180,0.016749,-0.264793,0.264793,-0.316000,0.311398,-0.001818,2.9370,1.6605,-0.2677
0.2347,0.016742,-0.252740,0.252740,-0.311398,0.308330,-0.001818,2.9370,1.6605,-0.2677
0.2515,0.016741,-0.240200,0.240200,-0.292990,0.294524,-0.001818,2.9370,1.6605,-0.2677
0.2682,0.016742,-0.227251,0.227251,-0.282252,0.280718,-0.001818,2.9370,1.6605,-0.2677
0.2850,0.016746,-0.213971,0.213971,-0.282252,0.280718,-0.001818,2.9370,1.6605,-0.2677
0.3018,0.016806,-0.200397,0.200397,-0.269981,0.269981,-0.001818,2.9370,1.6605,-0.2677
0.3185,0.016742,-0.186713,0.186713,-0.254641,0.254641,-0.001818,2.9370,1.6605,-0.2677
0.3353,0.016742,-0.172953,0.172953,-0.246971,0.243903,-0.001818,2.9370,1.6605,-0.2677
0.3520,0.016744,-0.159202,0.159202,-0.230097,0.230097,-0.001818,2.9370,1.6605,-0.2677
0.3689,0.016948,-0.145380,0.145380,-0.211689,0.216291,-0.001818,2.9370,1.6605,-0.2677
0.3857,0.016717,-0.131928,0.131928,-0.211689,0.216291,-0.001818,2.9370,1.6605,-0.2677
0.4024,0.016748,-0.118717,0.118717,-0.197884,0.196350,-0.001818,2.9370,1.6605,-0.2677
0.4192,0.016746,-0.105854,0.105854,-0.179476,0.179476,-0.001818,2.9370,1.6605,-0.2677
0.4359,0.016746,-0.093419,0.093419,-0.171806,0.167204,-0.001818,2.9370,1.6605,-0.2677
0.4527,0.016749,-0.081487,0.081487,-0.153398,0.147262,-0.001818,2.9370,1.6605,-0.3556
0.4696,0.016911,-0.070027,0.070027,-0.134990,0.131922,-0.001818,2.9370,1.6605,-0.2677
0.4863,0.016744,-0.059334,0.059334,-0.134990,0.131922,-0.001818,2.9370,1.6605,-0.2677
0.5031,0.016746,-0.049357,0.049357,-0.122718,0.119651,-0.001828,2.8868,1.6749,-0.3231
0.5198,0.016741,-0.040161,0.040161,-0.105845,0.104311,-0.001817,2.9417,1.6587,-0.2625
0.5365,0.016744,-0.031800,0.031800,-0.093573,0.090505,-0.001818,2.9360,1.6604,-0.2688
0.5533,0.016741,-0.024328,0.024328,-0.076699,0.072097,-0.001818,2.9360,1.6604,-0.3567
0.5700,0.016747,-0.017788,0.017788,-0.076699,0.072097,-0.001818,2.9360,1.6604,-0.3567
0.5868,0.016747,-0.012224,0.012224,-0.058291,0.056757,-0.001818,2.9360,1.6604,-0.2688
0.6035,0.016745,-0.007671,0.007671,-0.052155,0.047553,-0.001818,2.9360,1.6604,-0.2688
0.6203,0.016742,-0.004157,0.004157,-0.041417,0.036816,-0.001818,2.9360,1.6604,-0.2688
0.6370,0.016749,-0.001702,0.001702,-0.029146,0.027612,-0.001818,2.9360,1.6604,-0.2688
0.6538,0.016766,-0.000322,0.000322,-0.018408,0.019942,-0.001818,2.9360,1.6604,-0.2688
0.6705,0.016753,-0.000029,0.000029,-0.018408,0.019942,-0.001818,2.9360,1.6604,-0.2688
0.6873,0.016748,-0.000822,0.000822,-0.007670,0.009204,-0.001818,2.9360,1.6604,-0.2688
0.7040,0.016740,-0.002696,0.002696,-0.006136,0.003068,-0.001818,2.9360,1.6604,-0.2688
0.7208,0.016747,-0.005640,0.005640,-0.006136,0.004602,-0.001818,2.9360,1.6604,-0.2688
0.7375,0.016758,-0.009639,0.009639,-0.001534,0.001534,-0.001818,2.9360,1.6604,-0.2688
0.7543,0.016750,-0.014662,0.014662,0.000000,0.000000,-0.001818,2.9360,1.6604,-0.2688
0.7710,0.016757,-0.020684,0.020684,0.000000,0.000000,-0.001818,2.9360,1.6604,-0.2688
0.7878,0.016744,-0.027659,0.027659,-0.007670,0.006136,-0.001818,2.9360,1.6604,-0.2688
0.8045,0.016746,-0.035548,0.035548,-0.009204,0.010738,-0.001818,2.9360,1.6604,-0.2688
0.8213,0.016754,-0.044308,0.044308,-0.010738,0.010738,-0.001818,2.9360,1.6604,-0.2688
0.8382,0.016885,-0.053956,0.053956,-0.021476,0.019942,-0.001818,2.9360,1.6604,-0.2688
0.8549,0.016754,-0.064283,0.064283,-0.021476,0.019942,-0.001818,2.9360,1.6604,-0.2688
0.8717,0.016755,-0.075299,0.075299,-0.029146,0.029146,-0.001818,2.9360,1.6604,-0.2688
0.8884,0.016739,-0.086921,0.086921,-0.030680,0.036816,-0.001818,2.9360,1.6604,-0.2688
0.9052,0.016752,-0.099098,0.099098,-0.044485,0.044485,-0.001818,2.9360,1.6604,-0.2688
0.9219,0.016750,-0.111744,0.111744,-0.058291,0.058291,-0.001818,2.9360,1.6604,-0.2688
0.9386,0.016741,-0.124772,0.124772,-0.058291,0.058291,-0.001818,2.9360,1.6604,-0.2688
