t,loop_dt,cmd_z,cmd_ant_l,cmd_ant_r,cmd_roll,cmd_pitch,cmd_yaw,pres_z,pres_ant_l,pres_ant_r,pres_roll,pres_pitch,pres_yaw,pres_j0,pres_j1,pres_j2,pres_j3,pres_j4,pres_j5,pres_j6
0.0000,0.000001,0.000000,-0.349066,0.349066,0.0000,0.0000,0.0000,-0.002652,-0.182544,0.194816,1.2138,1.0185,-0.0092,0.001534,0.582913,-0.555301,0.556835,-0.595185,0.556835,-0.549165
0.0201,0.020099,0.000000,-0.347312,0.347312,0.0000,0.0000,0.0000,-0.002638,-0.181010,0.190214,1.1692,0.9815,0.0487,0.001534,0.582913,-0.555301,0.556835,-0.595185,0.558369,-0.549165
0.0402,0.020105,0.000000,-0.345557,0.345557,0.0000,0.0000,0.0000,-0.002639,-0.188680,0.194816,1.1738,0.9854,0.0426,0.001534,0.582913,-0.555301,0.556835,-0.595185,0.558369,-0.549165
0.0603,0.020089,0.000000,-0.343804,0.343804,0.0000,0.0000,0.0000,-0.002639,-0.246971,0.245437,1.1738,0.9854,0.0426,0.001534,0.582913,-0.555301,0.556835,-0.595185,0.558369,-0.549165
0.0804,0.020098,0.000000,-0.342050,0.342050,0.0000,0.0000,0.0000,-0.002626,-0.328272,0.319068,1.1240,0.9668,-0.0102,0.001534,0.582913,-0.555301,0.556835,-0.595185,0.558369,-0.550699
0.1005,0.020089,0.000000,-0.340297,0.340297,0.0000,0.0000,0.0000,-0.002627,-0.372757,0.363553,1.1292,0.9687,-0.0047,0.001534,0.582913,-0.555301,0.556835,-0.595185,0.558369,-0.550699
0.1206,0.020082,0.000000,-0.338545,0.338545,0.0000,0.0000,0.0000,-0.002603,-0.383495,0.372757,1.1291,0.9350,-0.0048,0.001534,0.584447,-0.555301,0.556835,-0.595185,0.558369,-0.552233
0.1407,0.020099,0.000000,-0.336791,0.336791,0.0000,0.0000,0.0000,-0.002617,-0.371223,0.360485,1.0794,0.9539,-0.0588,0.001534,0.582913,-0.555301,0.556835,-0.595185,0.558369,-0.552233
0.1608,0.020091,0.000000,-0.335038,0.335038,0.0000,0.0000,0.0000,-0.002604,-0.352816,0.349748,1.1343,0.9366,0.0008,0.001534,0.584447,-0.555301,0.556835,-0.595185,0.558369,-0.552233
0.1808,0.020094,0.000000,-0.333284,0.333284,0.0000,0.0000,0.0000,-0.002581,-0.337476,0.342078,1.1291,0.9049,-0.0049,0.001534,0.585981,-0.555301,0.556835,-0.595185,0.558369,-0.553767
0.2009,0.020087,0.000000,-0.331531,0.331531,0.0000,0.0000,0.0000,-0.002560,-0.335942,0.334408,1.1301,0.8747,-0.0038,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.555301
0.2210,0.020114,0.000000,-0.329776,0.329776,0.0000,0.0000,0.0000,-0.002536,-0.342078,0.334408,1.0316,0.8415,-0.1112,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.558369
0.2411,0.020055,0.000000,-0.328026,0.328026,0.0000,0.0000,0.0000,-0.002536,-0.342078,0.334408,1.0316,0.8415,-0.1112,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.558369
0.2612,0.020084,0.000000,-0.326273,0.326273,0.0000,0.0000,0.0000,-0.002526,-0.337476,0.334408,0.9917,0.8266,-0.1548,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.2813,0.020088,0.000000,-0.324520,0.324520,0.0000,0.0000,0.0000,-0.002527,-0.335942,0.334408,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.3014,0.020076,0.000000,-0.322768,0.322768,0.0000,0.0000,0.0000,-0.002527,-0.329806,0.334408,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.3215,0.020125,0.000000,-0.321012,0.321012,0.0000,0.0000,0.0000,-0.002527,-0.326738,0.334408,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.3416,0.020113,0.000000,-0.319257,0.319257,0.0000,0.0000,0.0000,-0.002527,-0.326738,0.334408,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.3617,0.020092,0.000000,-0.317503,0.317503,0.0000,0.0000,0.0000,-0.002527,-0.326738,0.334408,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.3818,0.020086,0.000000,-0.315750,0.315750,0.0000,0.0000,0.0000,-0.002527,-0.326738,0.334408,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.4019,0.020097,0.000000,-0.313997,0.313997,0.0000,0.0000,0.0000,-0.002527,-0.325204,0.334408,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.4219,0.020083,0.000000,-0.312244,0.312244,0.0000,0.0000,0.0000,-0.002527,-0.325204,0.332874,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.4421,0.020104,0.000000,-0.310490,0.310490,0.0000,0.0000,0.0000,-0.002527,-0.325204,0.329806,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.4623,0.020273,0.000000,-0.308720,0.308720,0.0000,0.0000,0.0000,-0.002527,-0.325204,0.325204,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.4824,0.020083,0.000000,-0.306968,0.306968,0.0000,0.0000,0.0000,-0.002527,-0.322136,0.319068,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.5025,0.020119,0.000000,-0.305212,0.305212,0.0000,0.0000,0.0000,-0.002527,-0.317534,0.312932,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.5227,0.020144,0.000000,-0.303454,0.303454,0.0000,0.0000,0.0000,-0.002527,-0.314466,0.311398,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.5428,0.020095,0.000000,-0.301701,0.301701,0.0000,0.0000,0.0000,-0.002527,-0.312932,0.311398,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.5630,0.020230,0.000000,-0.299935,0.299935,0.0000,0.0000,0.0000,-0.002527,-0.312932,0.311398,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.5833,0.020304,0.000000,-0.298163,0.298163,0.0000,0.0000,0.0000,-0.002527,-0.312932,0.309864,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.6034,0.020093,0.000000,-0.296410,0.296410,0.0000,0.0000,0.0000,-0.002527,-0.312932,0.309864,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.6236,0.020242,0.000000,-0.294643,0.294643,0.0000,0.0000,0.0000,-0.002527,-0.312932,0.309864,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.6437,0.020093,0.000000,-0.292890,0.292890,0.0000,0.0000,0.0000,-0.002527,-0.312932,0.309864,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.6646,0.020881,0.000000,-0.291068,0.291068,0.0000,0.0000,0.0000,-0.002527,-0.312932,0.309864,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.6847,0.020075,0.000000,-0.289316,0.289316,0.0000,0.0000,0.0000,-0.002527,-0.312932,0.309864,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.7052,0.020475,0.000000,-0.287529,0.287529,0.0000,0.0000,0.0000,-0.002527,-0.311398,0.309864,0.9970,0.8285,-0.1491,0.001534,0.587515,-0.555301,0.556835,-0.595185,0.558369,-0.559903
0.7252,0.020077,0.000000,-0.285777,0.285777,0.0000,0.0000,0.0000,-0.002513,-0.309864,0.308330,1.0358,0.7928,-0.2028,0.001534,0.587515,-0.556835,0.556835,-0.595185,0.558369,-0.559903
0.7453,0.020103,0.000000,-0.284023,0.284023,0.0000,0.0000,0.0000,-0.002515,-0.302194,0.306796,1.0317,0.7965,-0.1972,0.001534,0.587515,-0.556835,0.556835,-0.595185,0.558369,-0.559903
0.7655,0.020137,0.000000,-0.282265,0.282265,0.0000,0.0000,0.0000,-0.002501,-0.292990,0.303728,1.0714,0.7605,-0.2510,0.001534,0.587515,-0.558369,0.556835,-0.595185,0.558369,-0.559903
0.7856,0.020115,0.000000,-0.280510,0.280510,0.0000,0.0000,0.0000,-0.002503,-0.286854,0.299126,1.0673,0.7643,-0.2454,0.001534,0.587515,-0.558369,0.556835,-0.595185,0.558369,-0.559903
0.8057,0.020109,0.000000,-0.278755,0.278755,0.0000,0.0000,0.0000,-0.002489,-0.285320,0.294524,1.1069,0.7283,-0.2992,0.001534,0.587515,-0.559903,0.556835,-0.595185,0.558369,-0.559903
0.8258,0.020091,0.000000,-0.277002,0.277002,0.0000,0.0000,0.0000,-0.002491,-0.285320,0.288388,1.1028,0.7321,-0.2936,0.001534,0.587515,-0.559903,0.556835,-0.595185,0.558369,-0.559903
0.8459,0.020090,0.000000,-0.275249,0.275249,0.0000,0.0000,0.0000,-0.002477,-0.285320,0.285320,1.1424,0.6961,-0.3475,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
0.8662,0.020289,0.000000,-0.273478,0.273478,0.0000,0.0000,0.0000,-0.002479,-0.283786,0.283786,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
0.8863,0.020084,0.000000,-0.271726,0.271726,0.0000,0.0000,0.0000,-0.002479,-0.283786,0.282252,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
0.9064,0.020142,0.000000,-0.269968,0.269968,0.0000,0.0000,0.0000,-0.002479,-0.283786,0.282252,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
0.9265,0.020078,0.000000,-0.268216,0.268216,0.0000,0.0000,0.0000,-0.002479,-0.283786,0.282252,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
0.9468,0.020349,0.000000,-0.266440,0.266440,0.0000,0.0000,0.0000,-0.002479,-0.283786,0.282252,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
0.9669,0.020087,0.000000,-0.264687,0.264687,0.0000,0.0000,0.0000,-0.002479,-0.283786,0.282252,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
0.9870,0.020077,0.000000,-0.262935,0.262935,0.0000,0.0000,0.0000,-0.002479,-0.283786,0.282252,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.0075,0.020534,0.000000,-0.261143,0.261143,0.0000,0.0000,0.0000,-0.002479,-0.282252,0.282252,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.0276,0.020081,0.000000,-0.259391,0.259391,0.0000,0.0000,0.0000,-0.002479,-0.282252,0.280718,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.0477,0.020079,0.000000,-0.257638,0.257638,0.0000,0.0000,0.0000,-0.002479,-0.277651,0.279185,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.0678,0.020093,0.000000,-0.255885,0.255885,0.0000,0.0000,0.0000,-0.002479,-0.268447,0.277651,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.0879,0.020081,0.000000,-0.254133,0.254133,0.0000,0.0000,0.0000,-0.002479,-0.262311,0.274583,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.1080,0.020099,0.000000,-0.252379,0.252379,0.0000,0.0000,0.0000,-0.002479,-0.259243,0.266913,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.1280,0.020079,0.000000,-0.250626,0.250626,0.0000,0.0000,0.0000,-0.002479,-0.257709,0.260777,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.1481,0.020083,0.000000,-0.248874,0.248874,0.0000,0.0000,0.0000,-0.002479,-0.256175,0.256175,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.1682,0.020123,0.000000,-0.247118,0.247118,0.0000,0.0000,0.0000,-0.002479,-0.256175,0.254641,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.1883,0.020079,0.000000,-0.245366,0.245366,0.0000,0.0000,0.0000,-0.002479,-0.257709,0.254641,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.2090,0.020695,0.000000,-0.243560,0.243560,0.0000,0.0000,0.0000,-0.002479,-0.256175,0.254641,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.2291,0.020074,0.000000,-0.241808,0.241808,0.0000,0.0000,0.0000,-0.002479,-0.257709,0.254641,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.2492,0.020077,0.000000,-0.240056,0.240056,0.0000,0.0000,0.0000,-0.002479,-0.256175,0.254641,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.2696,0.020451,0.000000,-0.238271,0.238271,0.0000,0.0000,0.0000,-0.002479,-0.256175,0.254641,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.2897,0.020074,0.000000,-0.236519,0.236519,0.0000,0.0000,0.0000,-0.002479,-0.256175,0.254641,1.1383,0.6998,-0.4298,0.000000,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.3098,0.020109,0.000000,-0.234764,0.234764,0.0000,0.0000,0.0000,-0.002479,-0.256175,0.254641,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.3299,0.020075,0.000000,-0.233013,0.233013,0.0000,0.0000,0.0000,-0.002479,-0.254641,0.253107,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.3500,0.020078,0.000000,-0.231260,0.231260,0.0000,0.0000,0.0000,-0.002479,-0.251573,0.253107,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.3702,0.020278,0.000000,-0.229491,0.229491,0.0000,0.0000,0.0000,-0.002479,-0.243903,0.251573,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.3903,0.020075,0.000000,-0.227739,0.227739,0.0000,0.0000,0.0000,-0.002479,-0.234699,0.248505,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.4105,0.020217,0.000000,-0.225975,0.225975,0.0000,0.0000,0.0000,-0.002479,-0.231631,0.243903,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.4306,0.020079,0.000000,-0.224222,0.224222,0.0000,0.0000,0.0000,-0.002479,-0.230097,0.237767,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
1.4507,0.020104,0.000000,-0.222468,0.222468,0.0000,0.0000,0.0000,-0.002479,-0.230097,0.233165,1.1383,0.6998,-0.3419,0.001534,0.587515,-0.561437,0.556835,-0.595185,0.558369,-0.559903
