t,loop_dt,cmd_z,cmd_ant_l,cmd_ant_r,cmd_roll,cmd_pitch,cmd_yaw,pres_z,pres_ant_l,pres_ant_r,pres_roll,pres_pitch,pres_yaw,pres_j0,pres_j1,pres_j2,pres_j3,pres_j4,pres_j5,pres_j6
0.0000,0.000001,-0.005000,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.000629,-1.572330,1.566194,0.9475,1.2445,0.8394,0.001534,0.622796,-0.602854,0.621262,-0.628932,0.602854,-0.592117
0.0201,0.020104,-0.004980,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.000628,-1.572330,1.566194,0.9480,1.2493,0.8338,0.001534,0.622796,-0.602854,0.621262,-0.628932,0.602854,-0.592117
0.0402,0.020088,-0.004960,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.000628,-1.572330,1.566194,0.9480,1.2493,0.8338,0.001534,0.622796,-0.602854,0.621262,-0.628932,0.602854,-0.592117
0.0603,0.020093,-0.004940,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.000652,-1.573864,1.566194,0.9480,1.1480,0.8337,0.001534,0.622796,-0.602854,0.619728,-0.627398,0.602854,-0.592117
0.0804,0.020103,-0.004920,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.001126,-1.572330,1.566194,0.8412,1.1418,0.7749,0.001534,0.610524,-0.593651,0.610524,-0.616660,0.593651,-0.582913
0.1005,0.020103,-0.004900,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.002197,-1.573864,1.566194,0.6802,1.0794,0.6101,0.001534,0.584447,-0.570641,0.585981,-0.593651,0.572175,-0.561437
0.1206,0.020111,-0.004879,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.003502,-1.573864,1.566194,0.5498,1.0071,0.6177,0.001534,0.553767,-0.541495,0.556835,-0.562971,0.544563,-0.533825
0.1407,0.020100,-0.004859,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.004720,-1.572330,1.566194,0.3358,0.9316,0.3990,0.001534,0.523087,-0.513884,0.527689,-0.535359,0.518486,-0.509282
0.1608,0.020097,-0.004839,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005514,-1.573864,1.566194,0.1568,0.6987,0.3651,0.001534,0.501612,-0.497010,0.507748,-0.513884,0.503146,-0.492408
0.1809,0.020112,-0.004819,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005810,-1.573864,1.566194,0.0139,0.4791,0.2643,0.001534,0.492408,-0.490874,0.498544,-0.503146,0.497010,-0.487806
0.2010,0.020083,-0.004799,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005818,-1.573864,1.566194,-0.0320,0.4326,0.4294,0.001534,0.492408,-0.489340,0.498544,-0.500078,0.497010,-0.487806
0.2211,0.020078,-0.004779,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005804,-1.573864,1.566194,-0.0170,0.4896,0.3605,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.497010,-0.487806
0.2412,0.020101,-0.004759,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005818,-1.573864,1.566194,0.0214,0.5184,0.3162,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.495476,-0.487806
0.2613,0.020090,-0.004739,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005804,-1.573864,1.566194,-0.0226,0.4806,0.3723,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.497010,-0.487806
0.2814,0.020091,-0.004719,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005806,-1.573864,1.566194,-0.0180,0.4846,0.3664,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.497010,-0.487806
0.3014,0.020089,-0.004699,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005818,-1.573864,1.566194,0.0215,0.5189,0.3156,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.495476,-0.487806
0.3215,0.020099,-0.004678,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005804,-1.573864,1.566194,-0.0226,0.4806,0.3723,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.497010,-0.487806
0.3416,0.020099,-0.004658,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005806,-1.572330,1.566194,-0.0180,0.4846,0.3664,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.497010,-0.487806
0.3617,0.020085,-0.004638,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005806,-1.573864,1.566194,-0.0180,0.4846,0.3664,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.497010,-0.487806
0.3818,0.020094,-0.004618,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005806,-1.573864,1.566194,-0.0180,0.4846,0.3664,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.497010,-0.487806
0.4019,0.020099,-0.004598,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005806,-1.573864,1.566194,-0.0180,0.4846,0.3664,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.497010,-0.487806
0.4220,0.020079,-0.004578,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005806,-1.573864,1.566194,-0.0180,0.4846,0.3664,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.497010,-0.487806
0.4421,0.020058,-0.004558,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005806,-1.573864,1.566194,-0.0180,0.4846,0.3664,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.497010,-0.487806
0.4621,0.020087,-0.004538,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005806,-1.573864,1.566194,-0.0180,0.4846,0.3664,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.497010,-0.487806
0.4822,0.020087,-0.004518,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005818,-1.573864,1.566194,0.0215,0.5189,0.3156,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.495476,-0.487806
0.5023,0.020087,-0.004498,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005817,-1.573864,1.566194,0.0174,0.5153,0.3209,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.495476,-0.487806
0.5224,0.020052,-0.004478,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005804,-1.573864,1.566194,-0.0222,0.4810,0.3718,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.497010,-0.487806
0.5441,0.021695,-0.004456,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005806,-1.573864,1.566194,-0.0180,0.4846,0.3665,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.497010,-0.487806
0.5642,0.020093,-0.004436,-1.569262,1.566194,0.0000,0.0000,0.0000,-0.005806,-1.573864,1.566194,-0.0180,0.4846,0.3665,0.001534,0.492408,-0.489340,0.498544,-0.501612,0.497010,-0.487806
