t,loop_dt,cmd_z,cmd_ant_l,cmd_ant_r,cmd_roll,cmd_pitch,cmd_yaw,pres_z,pres_ant_l,pres_ant_r,pres_roll,pres_pitch,pres_yaw,pres_j0,pres_j1,pres_j2,pres_j3,pres_j4,pres_j5,pres_j6
0.0000,0.000002,0.000000,-1.745329,1.745329,0.0000,0.0000,0.0000,-0.002695,-1.530913,1.523243,0.9615,1.0929,-0.0131,0.001534,0.578311,-0.552233,0.556835,-0.595185,0.556835,-0.549165
0.0201,0.020097,0.000000,-1.744978,1.744978,0.0000,0.0000,0.0000,-0.002706,-1.535515,1.527845,1.0077,1.1248,-0.0593,0.001534,0.579845,-0.552233,0.555301,-0.595185,0.558369,-0.549165
0.0402,0.020096,0.000000,-1.744628,1.744628,0.0000,0.0000,0.0000,-0.002682,-1.555457,1.549321,1.0108,1.0834,0.0459,0.001534,0.579845,-0.552233,0.556835,-0.595185,0.558369,-0.549165
0.0603,0.020106,0.000000,-1.744277,1.744277,0.0000,0.0000,0.0000,-0.002682,-1.639825,1.632156,1.0108,1.0834,0.0459,0.001534,0.579845,-0.553767,0.556835,-0.595185,0.558369,-0.550699
0.0804,0.020104,0.000000,-1.743926,1.743926,0.0000,0.0000,0.0000,-0.002658,-1.741068,1.730330,0.9925,1.0090,-0.1609,0.001534,0.578311,-0.555301,0.556835,-0.595185,0.558369,-0.550699
0.1005,0.020110,0.000000,-1.743575,1.743575,0.0000,0.0000,0.0000,-0.002658,-1.796292,1.788622,0.9925,1.0090,-0.1609,0.001534,0.579845,-0.555301,0.556835,-0.595185,0.558369,-0.552233
0.1206,0.020103,0.000000,-1.743224,1.743224,0.0000,0.0000,0.0000,-0.002633,-1.794758,1.793224,0.9940,0.9770,-0.1505,0.001534,0.579845,-0.555301,0.556835,-0.595185,0.558369,-0.552233
0.1408,0.020166,0.000000,-1.742872,1.742872,0.0000,0.0000,0.0000,-0.002636,-1.794758,1.793224,0.9939,0.9803,-0.1516,0.001534,0.579845,-0.555301,0.556835,-0.595185,0.558369,-0.552233
0.1609,0.020125,0.000000,-1.742521,1.742521,0.0000,0.0000,0.0000,-0.002623,-1.779418,1.782486,0.9446,0.9619,-0.2051,0.001534,0.579845,-0.555301,0.556835,-0.595185,0.558369,-0.553767
0.1811,0.020184,0.000000,-1.742169,1.742169,0.0000,0.0000,0.0000,-0.002624,-1.765612,1.774816,0.9498,0.9639,-0.1995,0.001534,0.579845,-0.555301,0.556835,-0.595185,0.558369,-0.553767
0.2012,0.020126,0.000000,-1.741817,1.741817,0.0000,0.0000,0.0000,-0.002611,-1.761010,1.768680,0.9000,0.9457,-0.2537,0.001534,0.579845,-0.555301,0.556835,-0.595185,0.558369,-0.555301
0.2213,0.020105,0.000000,-1.741466,1.741466,0.0000,0.0000,0.0000,-0.002599,-1.756408,1.765612,0.8560,0.9297,-0.3016,0.001534,0.579845,-0.555301,0.556835,-0.595185,0.558369,-0.556835
0.2414,0.020097,0.000000,-1.741116,1.741116,0.0000,0.0000,0.0000,-0.002601,-1.756408,1.765612,0.8606,0.9314,-0.2966,0.001534,0.579845,-0.555301,0.556835,-0.595185,0.558369,-0.556835
0.2615,0.020095,0.000000,-1.740765,1.740765,0.0000,0.0000,0.0000,-0.002587,-1.754874,1.765612,0.8994,0.8956,-0.3502,0.001534,0.579845,-0.556835,0.556835,-0.595185,0.558369,-0.556835
0.2816,0.020094,0.000000,-1.740414,1.740414,0.0000,0.0000,0.0000,-0.002589,-1.754874,1.765612,0.8953,0.8994,-0.3446,0.001534,0.579845,-0.556835,0.556835,-0.595185,0.558369,-0.556835
0.3017,0.020095,0.000000,-1.740064,1.740064,0.0000,0.0000,0.0000,-0.002575,-1.754874,1.765612,0.9349,0.8634,-0.3983,0.001534,0.579845,-0.558369,0.556835,-0.595185,0.558369,-0.556835
0.3218,0.020102,0.000000,-1.739713,1.739713,0.0000,0.0000,0.0000,-0.002577,-1.754874,1.765612,0.9308,0.8672,-0.3927,0.001534,0.579845,-0.558369,0.556835,-0.595185,0.558369,-0.556835
0.3419,0.020094,0.000000,-1.739362,1.739362,0.0000,0.0000,0.0000,-0.002577,-1.754874,1.765612,0.9308,0.8672,-0.3927,0.001534,0.579845,-0.558369,0.556835,-0.595185,0.558369,-0.556835
0.3620,0.020089,0.000000,-1.739011,1.739011,0.0000,0.0000,0.0000,-0.002563,-1.754874,1.765612,0.9703,0.8312,-0.5344,0.000000,0.579845,-0.559903,0.556835,-0.595185,0.558369,-0.556835
0.3821,0.020084,0.000000,-1.738661,1.738661,0.0000,0.0000,0.0000,-0.002565,-1.753340,1.765612,0.9662,0.8350,-0.4409,0.001534,0.579845,-0.559903,0.556835,-0.595185,0.558369,-0.556835
0.4022,0.020096,0.000000,-1.738310,1.738310,0.0000,0.0000,0.0000,-0.002578,-1.754874,1.765612,0.9275,0.8701,-0.3883,0.001534,0.579845,-0.558369,0.556835,-0.595185,0.558369,-0.556835
0.4223,0.020104,0.000000,-1.737959,1.737959,0.0000,0.0000,0.0000,-0.002576,-1.754874,1.765612,0.9315,0.8665,-0.3938,0.001534,0.579845,-0.558369,0.556835,-0.595185,0.558369,-0.556835
0.4424,0.020098,0.000000,-1.737608,1.737608,0.0000,0.0000,0.0000,-0.002564,-1.754874,1.765612,0.9702,0.8313,-0.4464,0.001534,0.579845,-0.559903,0.556835,-0.595185,0.558369,-0.556835
0.4625,0.020092,0.000000,-1.737258,1.737258,0.0000,0.0000,0.0000,-0.002552,-1.754874,1.765612,0.9170,0.8172,-0.4945,0.001534,0.579845,-0.559903,0.556835,-0.595185,0.558369,-0.558369
0.4826,0.020094,0.000000,-1.736907,1.736907,0.0000,0.0000,0.0000,-0.002553,-1.753340,1.765612,0.9226,0.8187,-0.4895,0.001534,0.579845,-0.559903,0.556835,-0.595185,0.558369,-0.558369
0.5027,0.020092,0.000000,-1.736556,1.736556,0.0000,0.0000,0.0000,-0.002566,-1.754874,1.765612,0.8829,0.8540,-0.4368,0.001534,0.579845,-0.558369,0.556835,-0.595185,0.558369,-0.558369
0.5228,0.020102,0.000000,-1.736206,1.736206,0.0000,0.0000,0.0000,-0.002552,-1.753340,1.765612,0.9262,0.8148,-0.4955,0.001534,0.579845,-0.559903,0.556835,-0.595185,0.558369,-0.558369
0.5428,0.020094,0.000000,-1.735855,1.735855,0.0000,0.0000,0.0000,-0.002566,-1.754874,1.765612,0.8826,0.8544,-0.4362,0.001534,0.579845,-0.558369,0.556835,-0.595185,0.558369,-0.558369
0.5629,0.020093,0.000000,-1.735504,1.735504,0.0000,0.0000,0.0000,-0.002529,-1.754874,1.765612,1.0260,0.7834,-0.3877,0.001534,0.582913,-0.559903,0.556835,-0.595185,0.558369,-0.558369
0.5830,0.020090,0.000000,-1.735153,1.735153,0.0000,0.0000,0.0000,-0.002533,-1.754874,1.765612,1.0110,0.7909,-0.3927,0.001534,0.582913,-0.559903,0.556835,-0.595185,0.558369,-0.558369
0.6031,0.020085,0.000000,-1.734803,1.734803,0.0000,0.0000,0.0000,-0.002546,-1.754874,1.765612,0.9734,0.8256,-0.3390,0.001534,0.582913,-0.558369,0.556835,-0.595185,0.558369,-0.558369
0.6232,0.020075,0.000000,-1.734453,1.734453,0.0000,0.0000,0.0000,-0.002531,-1.754874,1.765612,1.0165,0.7865,-0.3978,0.001534,0.582913,-0.559903,0.556835,-0.595185,0.558369,-0.558369
0.6433,0.020086,0.000000,-1.734102,1.734102,0.0000,0.0000,0.0000,-0.002533,-1.754874,1.765612,0.9237,0.8083,-0.4800,0.000000,0.582913,-0.558369,0.556835,-0.595185,0.558369,-0.559903
0.6634,0.020089,0.000000,-1.733751,1.733751,0.0000,0.0000,0.0000,-0.002520,-1.754874,1.765612,0.9726,0.7705,-0.4459,0.001534,0.582913,-0.559903,0.556835,-0.595185,0.558369,-0.559903
0.6835,0.020088,0.000000,-1.733401,1.733401,0.0000,0.0000,0.0000,-0.002521,-1.754874,1.765612,0.9675,0.7744,-0.4403,0.001534,0.582913,-0.559903,0.556835,-0.595185,0.558369,-0.559903
0.7035,0.020082,0.000000,-1.733050,1.733050,0.0000,0.0000,0.0000,-0.002521,-1.754874,1.765612,0.9675,0.7744,-0.4403,0.001534,0.582913,-0.559903,0.556835,-0.595185,0.558369,-0.559903
0.7236,0.020092,0.000000,-1.732700,1.732700,0.0000,0.0000,0.0000,-0.002521,-1.754874,1.765612,0.9675,0.7744,-0.4403,0.001534,0.582913,-0.559903,0.556835,-0.595185,0.558369,-0.559903
0.7437,0.020085,0.000000,-1.732349,1.732349,0.0000,0.0000,0.0000,-0.002521,-1.754874,1.765612,0.9675,0.7744,-0.4403,0.001534,0.582913,-0.559903,0.556835,-0.595185,0.558369,-0.559903
0.7638,0.020094,0.000000,-1.731998,1.731998,0.0000,0.0000,0.0000,-0.002521,-1.753340,1.765612,0.9675,0.7744,-0.4403,0.001534,0.582913,-0.559903,0.556835,-0.595185,0.558369,-0.559903
0.7839,0.020095,0.000000,-1.731648,1.731648,0.0000,0.0000,0.0000,-0.002521,-1.754874,1.765612,0.9675,0.7744,-0.4403,0.001534,0.582913,-0.559903,0.556835,-0.595185,0.558369,-0.559903
0.8040,0.020090,0.000000,-1.731297,1.731297,0.0000,0.0000,0.0000,-0.002521,-1.754874,1.765612,0.9675,0.7744,-0.4403,0.001534,0.582913,-0.559903,0.556835,-0.595185,0.558369,-0.559903
0.8241,0.020086,0.000000,-1.730946,1.730946,0.0000,0.0000,0.0000,-0.002510,-1.753340,1.765612,1.0178,0.7584,-0.3869,0.001534,0.584447,-0.559903,0.556835,-0.595185,0.558369,-0.559903
