t,loop_dt,cmd_z,cmd_ant_l,cmd_ant_r,cmd_roll,cmd_pitch,cmd_yaw,pres_z,pres_ant_l,pres_ant_r,pres_roll,pres_pitch,pres_yaw,pres_j0,pres_j1,pres_j2,pres_j3,pres_j4,pres_j5,pres_j6
0.0000,0.000001,-0.005000,-1.575398,1.566194,0.0000,0.0000,0.0000,-0.000011,-1.575398,1.566194,0.2476,0.1995,0.2797,0.001534,0.625864,-0.625864,0.625864,-0.632000,0.628932,-0.616660
0.0201,0.020101,-0.004940,-1.575398,1.566194,0.0000,0.0000,0.0000,-0.000045,-1.575398,1.566194,0.2707,0.2903,0.1222,0.001534,0.624330,-0.625864,0.625864,-0.632000,0.625864,-0.616660
0.0402,0.020086,-0.004879,-1.575398,1.566194,0.0000,0.0000,0.0000,-0.000053,-1.575398,1.566194,0.3068,0.3152,0.0840,0.001534,0.624330,-0.625864,0.625864,-0.632000,0.624330,-0.616660
0.0603,0.020095,-0.004819,-1.575398,1.566194,0.0000,0.0000,0.0000,-0.000162,-1.575398,1.566194,0.2606,0.1430,0.0547,0.000000,0.621262,-0.625864,0.624330,-0.625864,0.622796,-0.615126
0.0804,0.020095,-0.004759,-1.575398,1.566194,0.0000,0.0000,0.0000,-0.000529,-1.575398,1.566194,0.1183,0.0440,-0.1150,0.000000,0.612058,-0.618194,0.615126,-0.616660,0.615126,-0.610524
0.1005,0.020087,-0.004699,-1.575398,1.566194,0.0000,0.0000,0.0000,-0.001842,-1.575398,1.566194,-0.0526,0.1065,-0.2033,0.000000,0.581379,-0.589049,0.587515,-0.589049,0.587515,-0.584447
0.1210,0.020503,-0.004637,-1.575398,1.566194,0.0000,0.0000,0.0000,-0.003221,-1.575398,1.566194,-0.0642,0.2572,0.2138,0.001534,0.552233,-0.553767,0.558369,-0.558369,0.556835,-0.552233
0.1411,0.020090,-0.004577,-1.575398,1.566194,0.0000,0.0000,0.0000,-0.004506,-1.575398,1.566194,-0.1724,0.3311,0.2830,0.001534,0.523087,-0.521553,0.529223,-0.530757,0.529223,-0.523087
0.1612,0.020092,-0.004517,-1.575398,1.566194,0.0000,0.0000,0.0000,-0.005282,-1.576932,1.566194,-0.1628,0.3252,0.1863,0.000000,0.504680,-0.503146,0.510816,-0.512350,0.510816,-0.504680
0.1812,0.020093,-0.004456,-1.575398,1.566194,0.0000,0.0000,0.0000,-0.005695,-1.576932,1.566194,-0.1438,0.3268,0.2376,0.000000,0.495476,-0.492408,0.500078,-0.503146,0.501612,-0.493942
0.2013,0.020096,-0.004396,-1.575398,1.566194,0.0000,0.0000,0.0000,-0.005716,-1.576932,1.566194,-0.1561,0.3787,0.3716,0.001534,0.493942,-0.490874,0.500078,-0.501612,0.500078,-0.492408
0.2214,0.020085,-0.004336,-1.575398,1.566194,0.0000,0.0000,0.0000,-0.005713,-1.576932,1.566194,-0.1548,0.3733,0.2789,0.000000,0.493942,-0.490874,0.500078,-0.501612,0.500078,-0.492408
