t,loop_dt,cmd_z,cmd_ant_l,cmd_ant_r,cmd_roll,cmd_pitch,cmd_yaw,pres_z,pres_ant_l,pres_ant_r,pres_roll,pres_pitch,pres_yaw,pres_j0,pres_j1,pres_j2,pres_j3,pres_j4,pres_j5,pres_j6
0.0000,0.000001,-0.005000,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.002672,-1.576932,1.566194,0.8647,0.7090,-0.5869,0.001534,0.578311,-0.555301,0.549165,-0.595185,0.558369,-0.556835
0.0201,0.020087,-0.004900,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.002672,-1.576932,1.566194,0.8647,0.7090,-0.5869,0.001534,0.578311,-0.555301,0.549165,-0.595185,0.558369,-0.556835
0.0402,0.020090,-0.004799,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.002672,-1.576932,1.566194,0.8647,0.7090,-0.5869,0.001534,0.578311,-0.555301,0.549165,-0.595185,0.558369,-0.556835
0.0603,0.020090,-0.004699,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.002672,-1.576932,1.566194,0.8647,0.7090,-0.5869,0.001534,0.578311,-0.555301,0.549165,-0.595185,0.558369,-0.556835
0.0804,0.020084,-0.004598,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.003178,-1.576932,1.566194,0.7904,0.6586,-0.5314,0.001534,0.566039,-0.546097,0.539961,-0.582913,0.549165,-0.546097
0.1005,0.020146,-0.004498,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.004017,-1.576932,1.566194,0.6919,0.5656,-0.3214,0.001534,0.546097,-0.529223,0.524621,-0.559903,0.532291,-0.527689
0.1206,0.020088,-0.004397,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.004827,-1.576932,1.566194,0.5079,0.6299,-0.1313,0.001534,0.524621,-0.510816,0.510816,-0.538427,0.515418,-0.509282
0.1407,0.020082,-0.004297,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005303,-1.576932,1.566194,0.1909,0.5033,0.0057,0.001534,0.507748,-0.501612,0.504680,-0.520019,0.506214,-0.500078
0.1607,0.020076,-0.004196,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005428,-1.576932,1.566194,0.0102,0.2910,0.3027,0.001534,0.501612,-0.500078,0.504680,-0.509282,0.506214,-0.497010
0.1808,0.020079,-0.004096,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005415,-1.576932,1.566194,-0.0013,0.2943,0.2721,0.001534,0.500078,-0.501612,0.506214,-0.507748,0.506214,-0.497010
0.2009,0.020082,-0.003995,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005404,-1.576932,1.566194,0.0203,0.3641,0.3268,0.001534,0.501612,-0.500078,0.506214,-0.509282,0.506214,-0.497010
0.2210,0.020074,-0.003895,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005392,-1.576932,1.566194,0.0581,0.3218,0.2695,0.001534,0.501612,-0.501612,0.506214,-0.509282,0.506214,-0.497010
0.2411,0.020084,-0.003795,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005394,-1.576932,1.566194,-0.0158,0.3438,0.1716,0.001534,0.501612,-0.500078,0.504680,-0.510816,0.506214,-0.498544
0.2611,0.020076,-0.003694,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005393,-1.576932,1.566194,-0.0081,0.3415,0.1818,0.001534,0.501612,-0.500078,0.504680,-0.510816,0.506214,-0.498544
0.2812,0.020080,-0.003594,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005381,-1.576932,1.566194,-0.0191,0.3938,0.2325,0.001534,0.501612,-0.500078,0.506214,-0.510816,0.506214,-0.498544
0.3013,0.020081,-0.003494,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005382,-1.576932,1.566194,-0.0180,0.3884,0.2272,0.001534,0.501612,-0.500078,0.506214,-0.510816,0.506214,-0.498544
0.3214,0.020074,-0.003393,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005382,-1.576932,1.566194,-0.0180,0.3884,0.2272,0.001534,0.501612,-0.500078,0.506214,-0.510816,0.506214,-0.498544
0.3415,0.020091,-0.003293,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005369,-1.576932,1.566194,0.0219,0.3539,0.1762,0.001534,0.501612,-0.501612,0.506214,-0.510816,0.506214,-0.498544
0.3615,0.020079,-0.003192,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005383,-1.576932,1.566194,-0.0222,0.3925,0.2331,0.001534,0.501612,-0.500078,0.506214,-0.510816,0.506214,-0.498544
0.3816,0.020087,-0.003092,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005395,-1.576932,1.566194,-0.0074,0.3365,0.1754,0.001534,0.501612,-0.500078,0.504680,-0.510816,0.506214,-0.498544
0.4017,0.020085,-0.002991,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005381,-1.576932,1.566194,-0.0192,0.3944,0.2332,0.001534,0.501612,-0.500078,0.506214,-0.510816,0.506214,-0.498544
0.4218,0.020073,-0.002891,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005382,-1.576932,1.566194,-0.0180,0.3883,0.2272,0.001534,0.501612,-0.500078,0.506214,-0.510816,0.506214,-0.498544
0.4419,0.020096,-0.002791,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005369,-1.576932,1.566194,0.0219,0.3539,0.1762,0.001534,0.501612,-0.501612,0.506214,-0.510816,0.506214,-0.498544
0.4620,0.020072,-0.002690,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005371,-1.576932,1.566194,0.0178,0.3575,0.1815,0.001534,0.501612,-0.501612,0.506214,-0.510816,0.506214,-0.498544
0.4820,0.020080,-0.002590,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005371,-1.576932,1.566194,0.0178,0.3575,0.1815,0.001534,0.501612,-0.501612,0.506214,-0.510816,0.506214,-0.498544
0.5022,0.020207,-0.002489,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005345,-1.576932,1.566194,-0.0115,0.3743,0.1808,0.001534,0.501612,-0.501612,0.506214,-0.512350,0.507748,-0.498544
0.5223,0.020079,-0.002388,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005323,-1.576932,1.566194,0.0520,0.4076,0.1808,0.001534,0.503146,-0.501612,0.506214,-0.513884,0.507748,-0.498544
0.5424,0.020098,-0.002288,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005288,-1.576932,1.566194,0.0557,0.4217,0.1289,0.001534,0.504680,-0.501612,0.506214,-0.515418,0.507748,-0.500078
0.5625,0.020079,-0.002188,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005255,-1.576932,1.566194,0.1262,0.5071,0.0822,0.001534,0.506214,-0.501612,0.506214,-0.518486,0.507748,-0.500078
0.5826,0.020081,-0.002087,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005197,-1.576932,1.566194,0.2507,0.6199,0.0350,0.001534,0.509282,-0.501612,0.506214,-0.523087,0.507748,-0.500078
0.6027,0.020077,-0.001987,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005155,-1.576932,1.566194,0.3593,0.6781,0.0401,0.001534,0.512350,-0.501612,0.506214,-0.526155,0.507748,-0.500078
0.6227,0.020078,-0.001886,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005112,-1.576932,1.566194,0.4697,0.7421,0.0398,0.001534,0.515418,-0.501612,0.506214,-0.529223,0.507748,-0.500078
0.6428,0.020087,-0.001786,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.005058,-1.576932,1.566194,0.6003,0.8409,0.0916,0.001534,0.518486,-0.501612,0.506214,-0.533825,0.509282,-0.498544
0.6629,0.020079,-0.001686,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.004992,-1.576932,1.566194,0.7090,0.8668,0.0872,0.001534,0.523087,-0.501612,0.506214,-0.536893,0.509282,-0.500078
0.6830,0.020083,-0.001585,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.004963,-1.576932,1.566194,0.7987,0.8636,0.0362,0.001534,0.524621,-0.503146,0.506214,-0.538427,0.509282,-0.500078
0.7031,0.020077,-0.001485,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.004870,-1.576932,1.566194,0.8307,0.8324,0.1455,0.001534,0.529223,-0.503146,0.506214,-0.541495,0.512350,-0.501612
0.7231,0.020075,-0.001384,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.004756,-1.576932,1.566194,0.8488,0.7304,0.0298,0.001534,0.532291,-0.506214,0.506214,-0.544563,0.515418,-0.504680
0.7432,0.020087,-0.001284,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.004630,-1.576932,1.566194,0.8071,0.7767,0.0937,0.001534,0.535359,-0.507748,0.509282,-0.547631,0.518486,-0.507748
0.7633,0.020085,-0.001183,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.004428,-1.576932,1.566194,0.7111,0.7378,0.1391,0.001534,0.539961,-0.510816,0.513884,-0.550699,0.523087,-0.513884
0.7834,0.020096,-0.001083,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.004260,-1.576932,1.566194,0.6721,0.8268,0.0816,0.001534,0.543029,-0.513884,0.518486,-0.555301,0.526155,-0.518486
0.8035,0.020072,-0.000983,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.004087,-1.576932,1.566194,0.6559,0.8155,0.0353,0.001534,0.546097,-0.518486,0.523087,-0.558369,0.529223,-0.523087
0.8236,0.020083,-0.000882,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.003915,-1.576932,1.566194,0.5865,0.9028,0.0925,0.001534,0.549165,-0.521553,0.529223,-0.561437,0.532291,-0.527689
0.8436,0.020080,-0.000782,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.003742,-1.576932,1.566194,0.6628,0.8742,0.0347,0.001534,0.552233,-0.527689,0.533825,-0.564505,0.535359,-0.530757
0.8637,0.020077,-0.000681,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.003634,-1.576932,1.566194,0.7228,0.9298,0.1475,0.001534,0.555301,-0.530757,0.538427,-0.566039,0.536893,-0.532291
0.8838,0.020098,-0.000581,-1.576932,1.566194,0.0000,0.0000,0.0000,-0.003508,-1.576932,1.566194,0.7568,0.9574,0.0837,0.001534,0.558369,-0.533825,0.541495,-0.569107,0.538427,-0.535359
