t,loop_dt,cmd_ant_l,cmd_ant_r,pres_ant_l,pres_ant_r,pres_z,pres_roll,pres_pitch,pres_yaw
0.0000,0.000001,-0.349066,0.349066,-0.176408,0.173340,-0.002052,2.6641,1.5835,-0.1166
0.0168,0.016764,-0.348522,0.348522,-0.176408,0.173340,-0.002052,2.6641,1.5835,-0.1166
0.0335,0.016774,-0.346891,0.346891,-0.176408,0.173340,-0.002052,2.6641,1.5835,-0.1166
0.0503,0.016749,-0.344188,0.344188,-0.176408,0.173340,-0.002052,2.6641,1.5835,-0.1166
0.0670,0.016742,-0.340431,0.340431,-0.233165,0.239301,-0.002052,2.6641,1.5835,-0.1166
0.0838,0.016744,-0.335641,0.335641,-0.345146,0.346680,-0.002052,2.6641,1.5835,-0.1166
0.1006,0.016834,-0.329815,0.329815,-0.378893,0.372757,-0.002051,2.6934,1.6682,-0.1131
0.1174,0.016748,-0.323050,0.323050,-0.378893,0.372757,-0.002051,2.6934,1.6682,-0.1131
0.1341,0.016742,-0.315362,0.315362,-0.340544,0.339010,-0.002038,2.6492,1.6264,-0.0618
0.1508,0.016741,-0.306800,0.306800,-0.345146,0.340544,-0.002049,2.6043,1.6451,-0.1220
0.1676,0.016741,-0.297414,0.297414,-0.342078,0.339010,-0.002038,2.6586,1.6288,-0.0609
0.1843,0.016743,-0.287263,0.287263,-0.323670,0.322136,-0.002039,2.6529,1.6305,-0.0672
0.2011,0.016743,-0.276410,0.276410,-0.312932,0.311398,-0.002039,2.6529,1.6305,-0.0672
0.2178,0.016752,-0.264917,0.264917,-0.312932,0.311398,-0.002039,2.6529,1.6305,-0.0672
0.2346,0.016741,-0.252870,0.252870,-0.303728,0.302194,-0.002039,2.6529,1.6305,-0.0672
0.2513,0.016743,-0.240333,0.240333,-0.292990,0.294524,-0.002039,2.6529,1.6305,-0.0672
0.2680,0.016744,-0.227386,0.227386,-0.282252,0.282252,-0.002039,2.6529,1.6305,-0.0672
0.2848,0.016747,-0.214108,0.214108,-0.263845,0.263845,-0.002039,2.6529,1.6305,-0.0672
0.3015,0.016744,-0.200586,0.200586,-0.242369,0.243903,-0.002039,2.6529,1.6305,-0.0672
0.3183,0.016751,-0.186896,0.186896,-0.242369,0.243903,-0.002039,2.6529,1.6305,-0.0672
0.3350,0.016749,-0.173131,0.173131,-0.230097,0.231631,-0.002039,2.6529,1.6305,-0.0672
0.3518,0.016740,-0.159382,0.159382,-0.222427,0.220893,-0.002039,2.6529,1.6305,-0.0672
0.3685,0.016741,-0.145726,0.145726,-0.205553,0.205553,-0.002039,2.6529,1.6305,-0.0672
0.3853,0.016745,-0.132247,0.132247,-0.181010,0.182544,-0.002039,2.6529,1.6305,-0.0672
0.4020,0.016742,-0.119033,0.119033,-0.162602,0.161068,-0.002039,2.6529,1.6305,-0.0672
0.4187,0.016742,-0.106164,0.106164,-0.162602,0.161068,-0.002039,2.6529,1.6305,-0.0672
0.4355,0.016747,-0.093717,0.093717,-0.148796,0.147262,-0.002039,2.6529,1.6305,-0.0672
0.4522,0.016749,-0.081771,0.081771,-0.142660,0.138058,-0.002039,2.6529,1.6305,-0.0672
0.4690,0.016744,-0.070407,0.070407,-0.125786,0.122718,-0.002039,2.6529,1.6305,-0.0672
0.4857,0.016754,-0.059684,0.059684,-0.108913,0.105845,-0.002039,2.6529,1.6305,-0.0672
0.5025,0.016747,-0.049681,0.049681,-0.085903,0.084369,-0.002039,2.6529,1.6305,-0.0672
0.5192,0.016745,-0.040455,0.040455,-0.085903,0.084369,-0.002039,2.6529,1.6305,-0.0672
0.5360,0.016739,-0.032068,0.032068,-0.070563,0.070563,-0.002039,2.6529,1.6305,-0.0672
0.5527,0.016740,-0.024565,0.024565,-0.067495,0.064427,-0.002039,2.6529,1.6305,-0.0672
0.5695,0.016746,-0.017994,0.017994,-0.055223,0.053689,-0.002039,2.6529,1.6305,-0.0672
0.5867,0.017203,-0.012258,0.012258,-0.035282,0.036816,-0.002039,2.6529,1.6305,-0.0672
0.6034,0.016748,-0.007697,0.007697,-0.024544,0.027612,-0.002039,2.6529,1.6305,-0.0672
0.6202,0.016750,-0.004175,0.004175,-0.024544,0.027612,-0.002039,2.6529,1.6305,-0.0672
0.6369,0.016750,-0.001713,0.001713,-0.021476,0.019942,-0.002039,2.6529,1.6305,-0.0672
0.6537,0.016757,-0.000327,0.000327,-0.013806,0.013806,-0.002039,2.6529,1.6305,-0.0672
0.6706,0.016899,-0.000029,0.000029,-0.006136,0.006136,-0.002039,2.6529,1.6305,-0.0672
0.6873,0.016763,-0.000827,0.000827,-0.003068,0.004602,-0.002039,2.6529,1.6305,-0.0672
0.7041,0.016780,-0.002710,0.002710,-0.001534,0.003068,-0.002039,2.6529,1.6305,-0.0672
0.7209,0.016755,-0.005661,0.005661,-0.001534,0.003068,-0.002039,2.6529,1.6305,-0.0672
0.7376,0.016742,-0.009662,0.009662,0.001534,-0.001534,-0.002039,2.6529,1.6305,-0.0672
0.7544,0.016752,-0.014691,0.014691,-0.001534,0.000000,-0.002039,2.6529,1.6305,-0.0672
0.7711,0.016750,-0.020715,0.020715,-0.003068,0.003068,-0.002039,2.6529,1.6305,-0.0672
0.7879,0.016757,-0.027700,0.027700,-0.001534,0.004602,-0.002039,2.6529,1.6305,-0.0672
0.8046,0.016749,-0.035596,0.035596,-0.001534,0.004602,-0.002039,2.6529,1.6305,-0.0672
0.8214,0.016753,-0.044359,0.044359,-0.007670,0.010738,-0.002039,2.6529,1.6305,-0.0672
0.8381,0.016750,-0.053932,0.053932,-0.021476,0.018408,-0.002039,2.6529,1.6305,-0.0672
0.8548,0.016718,-0.064235,0.064235,-0.023010,0.021476,-0.002039,2.6529,1.6305,-0.0672
0.8716,0.016746,-0.075242,0.075242,-0.029146,0.030680,-0.002039,2.6529,1.6305,-0.0672
0.8883,0.016754,-0.086871,0.086871,-0.049087,0.049087,-0.002039,2.6529,1.6305,-0.0672
0.9051,0.016781,-0.099067,0.099067,-0.049087,0.049087,-0.002039,2.6529,1.6305,-0.0672
0.9221,0.016997,-0.111901,0.111901,-0.061359,0.059825,-0.002039,2.6529,1.6305,-0.0672
0.9389,0.016795,-0.124977,0.124977,-0.061359,0.065961,-0.002039,2.6529,1.6305,-0.0672
