t,loop_dt,cmd_ant_l,cmd_ant_r,pres_ant_l,pres_ant_r,pres_z,pres_roll,pres_pitch,pres_yaw
0.0000,0.000001,-0.349065,0.349065,-0.179476,0.176408,-0.002283,2.9519,2.3091,0.7684
0.0201,0.020092,-0.338545,0.338545,-0.181010,0.176408,-0.002262,3.0183,2.3411,0.7640
0.0402,0.020085,-0.328029,0.328029,-0.179476,0.176408,-0.002274,2.9995,2.2877,0.8177
0.0603,0.020138,-0.317484,0.317484,-0.200951,0.196350,-0.002236,2.9227,2.2908,0.7563
0.0804,0.020083,-0.306969,0.306969,-0.262311,0.259243,-0.002225,2.9610,2.2674,0.6040
0.1005,0.020077,-0.296457,0.296457,-0.337476,0.332874,-0.002198,2.8575,2.2309,0.5120
0.1206,0.020083,-0.285942,0.285942,-0.363553,0.355884,-0.002174,2.7690,2.1960,0.4137
0.1406,0.020080,-0.275428,0.275428,-0.354350,0.349748,-0.002150,2.6878,2.1474,0.4215
0.1607,0.020080,-0.264914,0.264914,-0.329806,0.328272,-0.002151,2.6875,2.1662,0.3152
0.1808,0.020102,-0.254389,0.254389,-0.306796,0.308330,-0.002138,2.6380,2.1451,0.2723
0.2009,0.020074,-0.243878,0.243878,-0.280718,0.288388,-0.002125,2.5937,2.1282,0.2227
0.2210,0.020085,-0.233362,0.233362,-0.269981,0.276117,-0.002137,2.5863,2.0800,0.3692
0.2411,0.020085,-0.222845,0.222845,-0.259243,0.265379,-0.002136,2.5871,2.0850,0.2752
0.2611,0.020078,-0.212332,0.212332,-0.253107,0.254641,-0.002112,2.5496,2.1154,0.1684
0.2812,0.020102,-0.201807,0.201807,-0.245437,0.246971,-0.002128,2.6030,2.1313,0.2336
0.3013,0.020082,-0.191292,0.191292,-0.236233,0.239301,-0.002126,2.5974,2.1296,0.2268
0.3214,0.020100,-0.180767,0.180767,-0.227029,0.230097,-0.002137,2.5859,2.0798,0.2809
0.3415,0.020086,-0.170250,0.170250,-0.214757,0.219359,-0.002126,2.5992,2.1350,0.2218
0.3616,0.020079,-0.159736,0.159736,-0.202485,0.208621,-0.002127,2.5978,2.1292,0.2280
0.3817,0.020088,-0.149218,0.149218,-0.191748,0.196350,-0.002114,2.5570,2.0968,0.2789
0.4018,0.020080,-0.138704,0.138704,-0.170272,0.171806,-0.002125,2.5407,2.0642,0.2214
0.4218,0.020084,-0.128188,0.128188,-0.159534,0.161068,-0.002127,2.6039,2.1366,0.2280
0.4419,0.020085,-0.117672,0.117672,-0.150330,0.148796,-0.002127,2.5973,2.1291,0.3152
0.4620,0.020075,-0.107161,0.107161,-0.139592,0.138058,-0.002127,2.5982,2.1301,0.2274
0.4821,0.020087,-0.096643,0.096643,-0.127320,0.127320,-0.002127,2.5982,2.1301,0.2274
0.5022,0.020083,-0.086127,0.086127,-0.116583,0.116583,-0.002137,2.5858,2.0798,0.2808
0.5223,0.020084,-0.075611,0.075611,-0.104311,0.105845,-0.002113,2.5583,2.1019,0.2734
0.5423,0.020082,-0.065096,0.065096,-0.093573,0.095107,-0.002115,2.5526,2.1136,0.1686
0.5624,0.020074,-0.054586,0.054586,-0.084369,0.084369,-0.002128,2.6026,2.1314,0.2335
0.5825,0.020088,-0.044068,0.044068,-0.073631,0.073631,-0.002126,2.5974,2.1296,0.2268
0.6026,0.020084,-0.033552,0.033552,-0.062893,0.061359,-0.002114,2.5570,2.0967,0.2790
0.6227,0.020074,-0.023041,0.023041,-0.052155,0.053689,-0.002125,2.5407,2.0642,0.2214
0.6427,0.020086,-0.012524,0.012524,-0.038350,0.041417,-0.002137,2.5918,2.0866,0.2814
0.6628,0.020074,-0.002013,0.002013,-0.027612,0.030680,-0.002126,2.5986,2.1343,0.2218
0.6829,0.020085,-0.008503,0.008503,-0.018408,0.023010,-0.002127,2.5979,2.1293,0.2280
0.7030,0.020082,-0.019018,0.019018,-0.010738,0.010738,-0.002127,2.5979,2.1293,0.2280
0.7231,0.020071,-0.029528,0.029528,-0.004602,0.003068,-0.002127,2.5979,2.1293,0.2280
0.7431,0.020082,-0.040042,0.040042,-0.004602,0.004602,-0.002113,2.5485,2.1107,0.1733
0.7632,0.020079,-0.050555,0.050555,-0.015340,0.019942,-0.002138,2.5910,2.0818,0.2865
0.7833,0.020081,-0.061070,0.061070,-0.029146,0.032214,-0.002122,2.5371,2.0657,0.2206
0.8034,0.020081,-0.071584,0.071584,-0.047553,0.047553,-0.002137,2.5922,2.0865,0.2815
0.8235,0.020074,-0.082095,0.082095,-0.061359,0.055223,-0.002125,2.5985,2.1343,0.2218
0.8435,0.020088,-0.092613,0.092613,-0.062893,0.059825,-0.002127,2.5979,2.1293,0.2280
0.8636,0.020078,-0.103126,0.103126,-0.062893,0.070563,-0.002127,2.5979,2.1293,0.2280
0.8837,0.020081,-0.113640,0.113640,-0.075165,0.084369,-0.002127,2.5979,2.1293,0.2280
0.9038,0.020079,-0.124154,0.124154,-0.099709,0.098175,-0.002114,2.5570,2.0968,0.2789
