t,loop_dt,cmd_ant_l,cmd_ant_r,pres_ant_l,pres_ant_r,pres_z,pres_roll,pres_pitch,pres_yaw
0.0000,0.000001,-0.349066,0.349066,-0.176408,0.173340,-0.002085,3.3749,1.5410,-0.2738
0.0201,0.020101,-0.348283,0.348283,-0.176408,0.173340,-0.002075,3.4245,1.5271,-0.2197
0.0402,0.020090,-0.345945,0.345945,-0.176408,0.173340,-0.002076,3.4193,1.5285,-0.2254
0.0603,0.020103,-0.342068,0.342068,-0.176408,0.173340,-0.002076,3.4193,1.5285,-0.2254
0.0804,0.020126,-0.336682,0.336682,-0.191748,0.190214,-0.002089,3.3814,1.5647,-0.1704
0.1005,0.020086,-0.329853,0.329853,-0.311398,0.317534,-0.002075,3.4238,1.5246,-0.2305
0.1206,0.020096,-0.321629,0.321629,-0.343612,0.343612,-0.002079,3.3927,1.6147,-0.2230
0.1407,0.020087,-0.312092,0.312092,-0.351282,0.345146,-0.002073,3.3316,1.5004,-0.2282
0.1608,0.020088,-0.301323,0.301323,-0.332874,0.329806,-0.002051,3.3811,1.7219,-0.1134
0.1809,0.020123,-0.289396,0.289396,-0.323670,0.322136,-0.002052,3.3723,1.5275,-0.1300
0.2010,0.020101,-0.276453,0.276453,-0.326738,0.323670,-0.002052,3.3732,1.5477,-0.1283
0.2211,0.020095,-0.262600,0.262600,-0.306796,0.303728,-0.002052,3.3731,1.5449,-0.1285
0.2412,0.020090,-0.247961,0.247961,-0.308330,0.305262,-0.002038,3.3235,1.5268,-0.1822
0.2613,0.020088,-0.232666,0.232666,-0.288388,0.286854,-0.002025,3.2790,1.5097,-0.2304
0.2814,0.020090,-0.216849,0.216849,-0.265379,0.266913,-0.002027,3.2837,1.5115,-0.2254
0.3015,0.020094,-0.200650,0.200650,-0.257709,0.254641,-0.002013,3.2336,1.4923,-0.2797
0.3216,0.020092,-0.184218,0.184218,-0.230097,0.230097,-0.002027,3.2798,1.5275,-0.3256
0.3416,0.020095,-0.167698,0.167698,-0.220893,0.219359,-0.002013,3.2340,1.4907,-0.2693
0.3617,0.020099,-0.151235,0.151235,-0.205553,0.207087,-0.002014,3.2388,1.4945,-0.2751
0.3818,0.020092,-0.134987,0.134987,-0.188680,0.185612,-0.002014,3.2388,1.4945,-0.2751
0.4019,0.020099,-0.119087,0.119087,-0.184078,0.177942,-0.001986,3.1392,1.4563,-0.3822
