t,loop_dt,cmd_ant_l,cmd_ant_r,pres_ant_l,pres_ant_r,pres_z,pres_roll,pres_pitch,pres_yaw
0.0000,0.000001,-0.349066,0.349066,-0.176408,0.173340,-0.001899,2.7157,1.7344,0.1138
0.0168,0.016756,-0.348522,0.348522,-0.176408,0.173340,-0.001914,2.6720,1.7746,0.1739
0.0338,0.017003,-0.346862,0.346862,-0.176408,0.173340,-0.001899,2.7157,1.7344,0.1138
0.0505,0.016752,-0.344145,0.344145,-0.217825,0.216291,-0.001911,2.6991,1.6887,0.1735
0.0673,0.016755,-0.340370,0.340370,-0.296058,0.291456,-0.001910,2.7008,1.6935,0.1673
0.0840,0.016759,-0.335562,0.335562,-0.296058,0.291456,-0.001910,2.7008,1.6935,0.1673
0.1008,0.016750,-0.329752,0.329752,-0.332874,0.328272,-0.001913,2.7536,1.7759,0.0628
0.1175,0.016750,-0.322977,0.322977,-0.329806,0.326738,-0.001899,2.7071,1.7343,0.1254
0.1343,0.016751,-0.315276,0.315276,-0.342078,0.340544,-0.001901,2.7120,1.7386,0.1189
0.1511,0.016810,-0.306667,0.306667,-0.342078,0.340544,-0.001901,2.7120,1.7386,0.1189
0.1685,0.017435,-0.296863,0.296863,-0.342078,0.340544,-0.001901,2.7120,1.7386,0.1189
0.1853,0.016750,-0.286666,0.286666,-0.331340,0.328272,-0.001901,2.7120,1.7386,0.1189
0.2020,0.016753,-0.275769,0.275769,-0.328272,0.328272,-0.001901,2.7120,1.7386,0.1189
0.2188,0.016749,-0.264245,0.264245,-0.320602,0.320602,-0.001901,2.7120,1.7386,0.1189
0.2355,0.016754,-0.252157,0.252157,-0.314466,0.311398,-0.001914,2.6724,1.7742,0.1734
0.2524,0.016862,-0.239504,0.239504,-0.302194,0.300660,-0.001899,2.7156,1.7344,0.1138
0.2692,0.016762,-0.226520,0.226520,-0.302194,0.300660,-0.001899,2.7156,1.7344,0.1138
0.2859,0.016743,-0.213226,0.213226,-0.283786,0.285320,-0.001901,2.7111,1.7386,0.1201
0.3026,0.016747,-0.199688,0.199688,-0.276117,0.271515,-0.001914,2.6725,1.7742,0.1733
0.3194,0.016748,-0.185993,0.185993,-0.262311,0.259243,-0.001899,2.7156,1.7344,0.1139
0.3361,0.016724,-0.172247,0.172247,-0.240835,0.243903,-0.001914,2.6720,1.7746,0.1739
0.3529,0.016807,-0.158446,0.158446,-0.225495,0.225495,-0.001914,2.6720,1.7746,0.1739
0.3697,0.016761,-0.144784,0.144784,-0.225495,0.225495,-0.001899,2.7157,1.7344,0.1138
0.3864,0.016749,-0.131316,0.131316,-0.207087,0.208621,-0.001901,2.7111,1.7386,0.1201
0.4032,0.016747,-0.118120,0.118120,-0.193282,0.193282,-0.001901,2.7111,1.7386,0.1201
0.4199,0.016742,-0.105278,0.105278,-0.181010,0.179476,-0.001901,2.7111,1.7386,0.1201
0.4367,0.016751,-0.092861,0.092861,-0.162602,0.161068,-0.001901,2.7111,1.7386,0.1201
0.4537,0.017026,-0.080761,0.080761,-0.142660,0.141126,-0.001901,2.7111,1.7386,0.1201
0.4704,0.016753,-0.069444,0.069444,-0.142660,0.141126,-0.001901,2.7111,1.7386,0.1201
0.4872,0.016741,-0.058789,0.058789,-0.125786,0.124252,-0.001911,2.6620,1.7524,0.0645
0.5039,0.016742,-0.048854,0.048854,-0.115049,0.111981,-0.001900,2.7167,1.7367,0.1252
0.5207,0.016742,-0.039700,0.039700,-0.102777,0.099709,-0.001901,2.7110,1.7383,0.1189
0.5374,0.016739,-0.031387,0.031387,-0.087437,0.085903,-0.001901,2.7110,1.7383,0.1189
0.5542,0.016833,-0.023925,0.023925,-0.070563,0.069029,-0.001901,2.7110,1.7383,0.1189
0.5710,0.016742,-0.017442,0.017442,-0.070563,0.069029,-0.001901,2.7110,1.7383,0.1189
0.5877,0.016736,-0.011938,0.011938,-0.056757,0.055223,-0.001901,2.7110,1.7383,0.1189
0.6045,0.016744,-0.007444,0.007444,-0.049087,0.046019,-0.001901,2.7110,1.7383,0.1189
0.6212,0.016743,-0.003989,0.003989,-0.038350,0.036816,-0.001901,2.7110,1.7383,0.1189
0.6380,0.016746,-0.001595,0.001595,-0.026078,0.027612,-0.001901,2.7110,1.7383,0.1189
0.6547,0.016747,-0.000277,0.000277,-0.019942,0.018408,-0.001901,2.7110,1.7383,0.1189
0.6715,0.016747,-0.000044,0.000044,-0.019942,0.018408,-0.001901,2.7110,1.7383,0.1189
0.6882,0.016745,-0.000897,0.000897,-0.012272,0.010738,-0.001901,2.7110,1.7383,0.1189
0.7049,0.016747,-0.002831,0.002831,-0.004602,0.006136,-0.001901,2.7110,1.7383,0.1189
0.7217,0.016747,-0.005834,0.005834,-0.001534,0.003068,-0.001901,2.7110,1.7383,0.1189
0.7384,0.016753,-0.009889,0.009889,-0.001534,0.001534,-0.001901,2.7110,1.7383,0.1189
0.7552,0.016742,-0.014965,0.014965,-0.003068,0.003068,-0.001901,2.7110,1.7383,0.1189
0.7719,0.016747,-0.021037,0.021037,-0.003068,0.003068,-0.001901,2.7110,1.7383,0.1189
0.7887,0.016742,-0.028061,0.028061,-0.004602,0.006136,-0.001901,2.7110,1.7383,0.1189
0.8054,0.016745,-0.035998,0.035998,-0.010738,0.012272,-0.001914,2.6725,1.7742,0.1734
0.8222,0.016751,-0.044801,0.044801,-0.015340,0.015340,-0.001899,2.7156,1.7344,0.1138
0.8389,0.016746,-0.054409,0.054409,-0.024544,0.021476,-0.001901,2.7111,1.7386,0.1201
0.8557,0.016760,-0.064773,0.064773,-0.035282,0.030680,-0.001901,2.7111,1.7386,0.1201
0.8724,0.016749,-0.075814,0.075814,-0.035282,0.030680,-0.001901,2.7111,1.7386,0.1201
0.8894,0.016995,-0.087646,0.087646,-0.041417,0.039884,-0.001901,2.7111,1.7386,0.1201
0.9062,0.016738,-0.099843,0.099843,-0.049087,0.049087,-0.001901,2.7111,1.7386,0.1201
0.9229,0.016740,-0.112506,0.112506,-0.062893,0.058291,-0.001901,2.7111,1.7386,0.1201
0.9397,0.016819,-0.125617,0.125617,-0.078233,0.076699,-0.001901,2.7111,1.7386,0.1201
0.9565,0.016748,-0.138978,0.138978,-0.092039,0.092039,-0.001901,2.7111,1.7386,0.1201
0.9732,0.016749,-0.152561,0.152561,-0.092039,0.092039,-0.001901,2.7111,1.7386,0.1201
0.9900,0.016746,-0.166279,0.166279,-0.107379,0.101243,-0.001914,2.6725,1.7742,0.1733
1.0068,0.016798,-0.180091,0.180091,-0.121184,0.115049,-0.001899,2.7156,1.7344,0.1139
1.0237,0.016919,-0.193967,0.193967,-0.134990,0.131922,-0.001901,2.7111,1.7386,0.1201
1.0404,0.016747,-0.207581,0.207581,-0.153398,0.147262,-0.001901,2.7111,1.7386,0.1201
1.0572,0.016745,-0.220987,0.220987,-0.173340,0.167204,-0.001901,2.7111,1.7386,0.1201
1.0739,0.016749,-0.234107,0.234107,-0.173340,0.167204,-0.001901,2.7111,1.7386,0.1201
1.0907,0.016742,-0.246851,0.246851,-0.188680,0.184078,-0.001901,2.7111,1.7386,0.1201
1.1074,0.016746,-0.259148,0.259148,-0.200951,0.196350,-0.001901,2.7111,1.7386,0.1201
1.1242,0.016779,-0.270941,0.270941,-0.214757,0.211689,-0.001901,2.7111,1.7386,0.1201
1.1409,0.016755,-0.282116,0.282116,-0.233165,0.230097,-0.001901,2.7111,1.7386,0.1201
1.1577,0.016745,-0.292614,0.292614,-0.248505,0.246971,-0.001901,2.7111,1.7386,0.1201
1.1744,0.016753,-0.302382,0.302382,-0.248505,0.246971,-0.001901,2.7111,1.7386,0.1201
1.1912,0.016747,-0.311351,0.311351,-0.260777,0.263845,-0.001911,2.6995,1.6883,0.1728
1.2079,0.016761,-0.319475,0.319475,-0.276117,0.274583,-0.001900,2.7128,1.7434,0.1139
1.2248,0.016886,-0.326745,0.326745,-0.286854,0.286854,-0.001914,2.6723,1.7737,0.1739
1.2416,0.016800,-0.333022,0.333022,-0.302194,0.300660,-0.001913,2.6765,1.7706,0.1677
1.2584,0.016752,-0.338293,0.338293,-0.312932,0.312932,-0.001899,2.7152,1.7348,0.1144
1.2751,0.016753,-0.342544,0.342544,-0.312932,0.312932,-0.001899,2.7152,1.7348,0.1144
1.2919,0.016744,-0.345747,0.345747,-0.322136,0.320602,-0.001901,2.7112,1.7385,0.1200
1.3086,0.016751,-0.347885,0.347885,-0.329806,0.328272,-0.001901,2.7112,1.7385,0.1200
1.3254,0.016747,-0.348943,0.348943,-0.337476,0.337476,-0.001901,2.7112,1.7385,0.1200
1.3421,0.016759,-0.348916,0.348916,-0.343612,0.343612,-0.001914,2.6725,1.7742,0.1733
1.3590,0.016896,-0.347787,0.347787,-0.348214,0.348214,-0.001899,2.7156,1.7344,0.1139
1.3758,0.016755,-0.345584,0.345584,-0.348214,0.348214,-0.001899,2.7156,1.7344,0.1139
1.3925,0.016747,-0.342317,0.342317,-0.349748,0.348214,-0.001901,2.7111,1.7386,0.1201
1.4093,0.016754,-0.338004,0.338004,-0.349748,0.348214,-0.001901,2.7111,1.7386,0.1201
1.4260,0.016742,-0.332676,0.332676,-0.346680,0.345146,-0.001901,2.7111,1.7386,0.1201
1.4428,0.016750,-0.326361,0.326361,-0.345146,0.343612,-0.001901,2.7111,1.7386,0.1201
1.4595,0.016758,-0.319097,0.319097,-0.343612,0.340544,-0.001901,2.7111,1.7386,0.1201
1.4763,0.016758,-0.310933,0.310933,-0.343612,0.340544,-0.001901,2.7111,1.7386,0.1201
1.4930,0.016745,-0.301925,0.301925,-0.339010,0.337476,-0.001901,2.7111,1.7386,0.1201
1.5098,0.016754,-0.292119,0.292119,-0.334408,0.334408,-0.001901,2.7111,1.7386,0.1201
1.5266,0.016756,-0.281579,0.281579,-0.329806,0.329806,-0.001901,2.7111,1.7386,0.1201
1.5433,0.016745,-0.270379,0.270379,-0.317534,0.317534,-0.001914,2.6725,1.7742,0.1733
1.5601,0.016758,-0.258574,0.258574,-0.317534,0.317534,-0.001914,2.6725,1.7742,0.1733
1.5768,0.016757,-0.246245,0.246245,-0.306796,0.305262,-0.001899,2.7156,1.7344,0.1139
1.5936,0.016745,-0.233479,0.233479,-0.292990,0.294524,-0.001914,2.6720,1.7746,0.1739
1.6103,0.016746,-0.220346,0.220346,-0.283786,0.283786,-0.001913,2.6766,1.7705,0.1677
1.6271,0.016750,-0.206924,0.206924,-0.266913,0.266913,-0.001913,2.6766,1.7705,0.1677
1.6440,0.016931,-0.193152,0.193152,-0.251573,0.250039,-0.001899,2.7152,1.7348,0.1144
1.6607,0.016757,-0.179405,0.179405,-0.251573,0.250039,-0.001899,2.7152,1.7348,0.1144
1.6775,0.016755,-0.165629,0.165629,-0.234699,0.234699,-0.001901,2.7112,1.7385,0.1200
1.6942,0.016744,-0.151918,0.151918,-0.222427,0.223961,-0.001901,2.7112,1.7385,0.1200
1.7110,0.016754,-0.138339,0.138339,-0.207087,0.208621,-0.001914,2.6725,1.7742,0.1733
1.7277,0.016749,-0.124989,0.124989,-0.188680,0.188680,-0.001899,2.7156,1.7344,0.1139
1.7447,0.016908,-0.111826,0.111826,-0.170272,0.168738,-0.001901,2.7111,1.7386,0.1201
1.7614,0.016747,-0.099181,0.099181,-0.170272,0.168738,-0.001901,2.7111,1.7386,0.1201
1.7782,0.016758,-0.086997,0.086997,-0.156466,0.154932,-0.001901,2.7111,1.7386,0.1201
1.7949,0.016742,-0.075368,0.075368,-0.142660,0.141126,-0.001901,2.7111,1.7386,0.1201
1.8117,0.016764,-0.064343,0.064343,-0.127320,0.125786,-0.001901,2.7111,1.7386,0.1201
1.8284,0.016744,-0.054017,0.054017,-0.110447,0.107379,-0.001901,2.7111,1.7386,0.1201
1.8452,0.016762,-0.044431,0.044431,-0.110447,0.107379,-0.001901,2.7111,1.7386,0.1201
1.8619,0.016740,-0.035668,0.035668,-0.090505,0.090505,-0.001901,2.7111,1.7386,0.1201
