t,loop_dt,cmd_ant_l,cmd_ant_r,pres_ant_l,pres_ant_r
7.1239,0.016749,-0.078319,0.078319,-0.139592,0.133456
7.1424,0.018474,-0.066022,0.066022,-0.139592,0.133456
7.1591,0.016768,-0.055570,0.055570,-0.127320,0.121184
7.1759,0.016750,-0.045871,0.045871,-0.110447,0.110447
7.1927,0.016763,-0.036966,0.036966,-0.093573,0.093573
7.2094,0.016761,-0.028920,0.028920,-0.072097,0.076699
7.2262,0.016763,-0.021781,0.021781,-0.049087,0.047553
7.2430,0.016770,-0.015592,0.015592,-0.030680,0.035282
7.2597,0.016759,-0.010399,0.010399,-0.030680,0.035282
7.2765,0.016765,-0.006227,0.006227,-0.032214,0.030680
7.2932,0.016766,-0.003106,0.003106,-0.018408,0.018408
7.3103,0.017095,-0.001024,0.001024,-0.012272,0.012272
7.3271,0.016757,-0.000075,0.000075,-0.010738,0.007670
7.3439,0.016776,-0.000215,0.000215,-0.010738,0.007670
7.3606,0.016774,-0.001443,0.001443,0.003068,0.001534
7.3774,0.016751,-0.003749,0.003749,0.001534,0.000000
7.3942,0.016763,-0.007121,0.007121,-0.006136,0.004602
7.4109,0.016754,-0.011534,0.011534,0.000000,0.004602
7.4277,0.016762,-0.016965,0.016965,-0.003068,0.001534
7.4455,0.017857,-0.023832,0.023832,-0.003068,0.001534
7.4623,0.016763,-0.031249,0.031249,-0.015340,0.010738
7.4791,0.016757,-0.039557,0.039557,-0.009204,0.013806
7.4961,0.017064,-0.048881,0.048881,-0.018408,0.015340
7.5129,0.016757,-0.058827,0.058827,-0.030680,0.029146
7.5296,0.016765,-0.069500,0.069500,-0.032214,0.038350
7.5464,0.016762,-0.080827,0.080827,-0.032214,0.038350
7.5632,0.016758,-0.092735,0.092735,-0.042951,0.046019
7.5799,0.016749,-0.105146,0.105146,-0.059825,0.059825
7.5967,0.016752,-0.117991,0.117991,-0.064427,0.069029
7.6134,0.016756,-0.131192,0.131192,-0.079767,0.084369
7.6303,0.016878,-0.144761,0.144761,-0.101243,0.096641
7.6471,0.016764,-0.158426,0.158426,-0.101243,0.096641
7.6638,0.016759,-0.172187,0.172187,-0.113515,0.110447
7.6806,0.016759,-0.185962,0.185962,-0.128854,0.128854
7.6973,0.016769,-0.199675,0.199675,-0.145728,0.141126
7.7141,0.016758,-0.213221,0.213221,-0.162602,0.158000
7.7309,0.016761,-0.226530,0.226530,-0.179476,0.181010
7.7496,0.018753,-0.241031,0.241031,-0.193282,0.193282
7.7664,0.016761,-0.253556,0.253556,-0.193282,0.193282
7.7831,0.016763,-0.265589,0.265589,-0.202485,0.207087
7.8001,0.016939,-0.277172,0.277172,-0.220893,0.220893
7.8171,0.017016,-0.288150,0.288150,-0.239301,0.233165
7.8339,0.016758,-0.298247,0.298247,-0.257709,0.256175
7.8506,0.016762,-0.307576,0.307576,-0.257709,0.256175
7.8674,0.016758,-0.316073,0.316073,-0.273049,0.271515
7.8841,0.016751,-0.323685,0.323685,-0.282252,0.276117
7.9009,0.016751,-0.330368,0.330368,-0.300660,0.296058
7.9176,0.016759,-0.336083,0.336083,-0.308330,0.308330
7.9344,0.016757,-0.340790,0.340790,-0.322136,0.312932
7.9511,0.016752,-0.344460,0.344460,-0.322136,0.312932
7.9681,0.016913,-0.347092,0.347092,-0.331340,0.332874
7.9848,0.016757,-0.348619,0.348619,-0.334408,0.339010
8.0016,0.016757,-0.349061,0.349061,-0.339010,0.337476
8.0183,0.016757,-0.348416,0.348416,-0.345146,0.348214
8.0352,0.016913,-0.346665,0.346665,-0.348214,0.349748
8.0520,0.016756,-0.343853,0.343853,-0.348214,0.349748
8.0688,0.016758,-0.339986,0.339986,-0.354350,0.348214
8.0855,0.016750,-0.335089,0.335089,-0.352816,0.349748
8.1023,0.016803,-0.329173,0.329173,-0.346680,0.345146
8.1190,0.016727,-0.322321,0.322321,-0.343612,0.340544
8.1358,0.016758,-0.314536,0.314536,-0.343612,0.340544
8.1525,0.016757,-0.305879,0.305879,-0.339010,0.335942
8.1693,0.016756,-0.296404,0.296404,-0.331340,0.331340
8.1861,0.016768,-0.286162,0.286162,-0.326738,0.326738
8.2028,0.016757,-0.275230,0.275230,-0.316000,0.311398
8.2196,0.016785,-0.263652,0.263652,-0.303728,0.302194
8.2384,0.018752,-0.250061,0.250061,-0.303728,0.302194
8.2551,0.016765,-0.237407,0.237407,-0.292990,0.289922
8.2719,0.016760,-0.224366,0.224366,-0.282252,0.277651
8.2886,0.016759,-0.211014,0.211014,-0.271515,0.269981
8.3054,0.016759,-0.197435,0.197435,-0.257709,0.259243
8.3222,0.016756,-0.183716,0.183716,-0.243903,0.239301
8.3389,0.016762,-0.169935,0.169935,-0.243903,0.239301
8.3557,0.016759,-0.156184,0.156184,-0.222427,0.220893
8.3724,0.016756,-0.142551,0.142551,-0.205553,0.205553
8.3892,0.016752,-0.129120,0.129120,-0.194816,0.194816
8.4060,0.016763,-0.115964,0.115964,-0.179476,0.177942
8.4227,0.016752,-0.103180,0.103180,-0.162602,0.158000
8.4395,0.016768,-0.090830,0.090830,-0.162602,0.158000
8.4562,0.016752,-0.079013,0.079013,-0.142660,0.138058
8.4730,0.016756,-0.067788,0.067788,-0.127320,0.124252
8.4897,0.016758,-0.057228,0.057228,-0.115049,0.111981
8.5065,0.016762,-0.047396,0.047396,-0.092039,0.095107
8.5233,0.016756,-0.038360,0.038360,-0.075165,0.078233
8.5400,0.016761,-0.030171,0.030171,-0.075165,0.078233
8.5568,0.016749,-0.022886,0.022886,-0.065961,0.067495
8.5735,0.016761,-0.016542,0.016542,-0.055223,0.050621
8.5903,0.016758,-0.011184,0.011184,-0.044485,0.038350
8.6070,0.016757,-0.006844,0.006844,-0.036816,0.036816
8.6244,0.017323,-0.003456,0.003456,-0.023010,0.024544
8.6428,0.018460,-0.001100,0.001100,-0.023010,0.024544
8.6598,0.016983,-0.000091,0.000091,-0.015340,0.012272
8.6766,0.016750,-0.000190,0.000190,-0.015340,0.012272
8.6933,0.016769,-0.001376,0.001376,0.000000,0.000000
8.7101,0.016762,-0.003642,0.003642,-0.007670,0.006136
8.7268,0.016757,-0.006972,0.006972,0.001534,0.003068
8.7436,0.016777,-0.011352,0.011352,-0.001534,-0.001534
8.7604,0.016791,-0.016757,0.016757,-0.001534,-0.001534
8.7772,0.016759,-0.023136,0.023136,-0.009204,0.007670
8.7939,0.016772,-0.030464,0.030464,-0.004602,0.007670
8.8108,0.016829,-0.038722,0.038722,-0.016874,0.012272
8.8276,0.016853,-0.047847,0.047847,-0.016874,0.012272
8.8444,0.016750,-0.057707,0.057707,-0.027612,0.026078
8.8611,0.016759,-0.068302,0.068302,-0.027612,0.029146
8.8779,0.016751,-0.079552,0.079552,-0.042951,0.038350
8.8947,0.016770,-0.091409,0.091409,-0.052155,0.052155
8.9114,0.016760,-0.103776,0.103776,-0.056757,0.064427
8.9282,0.016758,-0.116582,0.116582,-0.076699,0.081301
8.9449,0.016753,-0.129746,0.129746,-0.076699,0.081301
8.9617,0.016751,-0.143188,0.143188,-0.090505,0.090505
8.9784,0.016755,-0.156827,0.156827,-0.102777,0.095107
8.9952,0.016765,-0.170586,0.170586,-0.122718,0.121184
9.0120,0.016752,-0.184358,0.184358,-0.134990,0.136524
9.0287,0.016767,-0.198081,0.198081,-0.153398,0.150330
9.0455,0.016754,-0.211647,0.211647,-0.153398,0.150330
9.0622,0.016755,-0.224983,0.224983,-0.170272,0.164136
9.0790,0.016760,-0.238008,0.238008,-0.177942,0.179476
9.0958,0.016763,-0.250640,0.250640,-0.197884,0.196350
9.1125,0.016754,-0.262791,0.262791,-0.219359,0.213223
9.1293,0.016769,-0.274401,0.274401,-0.219359,0.213223
9.1460,0.016754,-0.285379,0.285379,-0.233165,0.234699
9.1628,0.016760,-0.295670,0.295670,-0.243903,0.243903
9.1795,0.016756,-0.305204,0.305204,-0.262311,0.263845
9.1963,0.016769,-0.313929,0.313929,-0.262311,0.263845
9.2131,0.016755,-0.321779,0.321779,-0.276117,0.283786
9.2298,0.016756,-0.328711,0.328711,-0.286854,0.289922
9.2466,0.016752,-0.334682,0.334682,-0.300660,0.297592
9.2633,0.016767,-0.339659,0.339659,-0.311398,0.311398
9.2801,0.016756,-0.343603,0.343603,-0.322136,0.319068
9.2969,0.016778,-0.346497,0.346497,-0.322136,0.319068
9.3136,0.016756,-0.348314,0.348314,-0.337476,0.332874
9.3304,0.016762,-0.349049,0.349049,-0.343612,0.340544
9.3471,0.016753,-0.348696,0.348696,-0.340544,0.337476
9.3639,0.016764,-0.347257,0.347257,-0.352816,0.349748
9.3807,0.016753,-0.344742,0.344742,-0.351282,0.349748
9.3974,0.016766,-0.341164,0.341164,-0.351282,0.349748
9.4142,0.016748,-0.336552,0.336552,-0.345146,0.345146
9.4309,0.016752,-0.330930,0.330930,-0.351282,0.348214
9.4477,0.016752,-0.324333,0.324333,-0.348214,0.345146
9.4644,0.016759,-0.316801,0.316801,-0.340544,0.339010
9.4812,0.016754,-0.308383,0.308383,-0.334408,0.334408
9.4979,0.016747,-0.299137,0.299137,-0.334408,0.334408
9.5148,0.016823,-0.289067,0.289067,-0.328272,0.328272
9.5315,0.016752,-0.278324,0.278324,-0.320602,0.320602
9.5483,0.016756,-0.266933,0.266933,-0.312932,0.309864
9.5652,0.016962,-0.254815,0.254815,-0.299126,0.299126
9.5829,0.017694,-0.241629,0.241629,-0.289922,0.289922
9.5997,0.016749,-0.228717,0.228717,-0.289922,0.289922
9.6164,0.016752,-0.215465,0.215465,-0.279185,0.276117
9.6332,0.016761,-0.201950,0.201950,-0.265379,0.266913
9.6500,0.016779,-0.188250,0.188250,-0.253107,0.254641
9.6668,0.016818,-0.174432,0.174432,-0.237767,0.239301
9.6838,0.016988,-0.160475,0.160475,-0.217825,0.220893
9.7005,0.016768,-0.146787,0.146787,-0.217825,0.220893
9.7173,0.016753,-0.133284,0.133284,-0.200951,0.204019
9.7341,0.016753,-0.120037,0.120037,-0.188680,0.187146
9.7510,0.016951,-0.106980,0.106980,-0.158000,0.158000
9.7678,0.016752,-0.094500,0.094500,-0.138058,0.138058
9.7845,0.016756,-0.082516,0.082516,-0.121184,0.118117
9.8013,0.016762,-0.071100,0.071100,-0.121184,0.118117
9.8180,0.016721,-0.060355,0.060355,-0.121184,0.118117
9.8348,0.016760,-0.050296,0.050296,-0.110447,0.108913
9.8515,0.016760,-0.041012,0.041012,-0.078233,0.078233
9.8683,0.016759,-0.032560,0.032560,-0.061359,0.062893
9.8851,0.016822,-0.024967,0.024967,-0.044485,0.049087
9.9019,0.016758,-0.018337,0.018337,-0.044485,0.049087
9.9186,0.016750,-0.012682,0.012682,-0.042951,0.039884
9.9354,0.016753,-0.008035,0.008035,-0.032214,0.032214
9.9522,0.016826,-0.004412,0.004412,-0.021476,0.024544
9.9689,0.016763,-0.001865,0.001865,-0.015340,0.010738
9.9857,0.016761,-0.000396,0.000396,-0.003068,0.001534
10.0025,0.016762,-0.000012,0.000012,-0.003068,0.001534
10.0192,0.016757,-0.000716,0.000716,-0.001534,0.004602
10.0360,0.016758,-0.002503,0.002503,-0.007670,0.001534
10.0528,0.016804,-0.005373,0.005373,0.000000,-0.003068
10.0695,0.016754,-0.009289,0.009289,0.000000,0.001534
10.0863,0.016767,-0.014239,0.014239,-0.009204,0.007670
10.1031,0.016753,-0.020183,0.020183,-0.009204,0.007670
10.1198,0.016761,-0.027093,0.027093,-0.004602,0.009204
10.1366,0.016802,-0.034942,0.034942,-0.007670,0.009204
10.1534,0.016750,-0.043638,0.043638,-0.023010,0.018408
10.1701,0.016767,-0.053158,0.053158,-0.023010,0.018408
10.1869,0.016762,-0.063433,0.063433,-0.023010,0.026078
10.2037,0.016750,-0.074393,0.074393,-0.030680,0.029146
10.2204,0.016771,-0.085991,0.085991,-0.047553,0.041417
10.2372,0.016750,-0.098127,0.098127,-0.055223,0.055223
10.2539,0.016767,-0.110751,0.110751,-0.067495,0.065961
10.2707,0.016766,-0.123772,0.123772,-0.067495,0.065961
10.2875,0.016758,-0.137103,0.137103,-0.082835,0.081301
10.3042,0.016759,-0.150669,0.150669,-0.088971,0.093573
10.3210,0.016759,-0.164384,0.164384,-0.102777,0.104311
10.3377,0.016760,-0.178162,0.178162,-0.131922,0.130388
10.3550,0.017287,-0.192349,0.192349,-0.144194,0.145728
10.3718,0.016763,-0.205994,0.205994,-0.144194,0.145728
10.3886,0.016756,-0.219437,0.219437,-0.158000,0.156466
10.4053,0.016758,-0.232603,0.232603,-0.181010,0.173340
10.4224,0.017078,-0.245646,0.245646,-0.187146,0.182544
10.4393,0.016879,-0.258085,0.258085,-0.207087,0.208621
10.4560,0.016758,-0.269913,0.269913,-0.230097,0.225495
10.4728,0.016771,-0.281155,0.281155,-0.230097,0.225495
10.4895,0.016751,-0.291720,0.291720,-0.236233,0.231631
10.5063,0.016756,-0.301557,0.301557,-0.246971,0.248505
10.5232,0.016933,-0.310693,0.310693,-0.262311,0.263845
10.5400,0.016766,-0.318886,0.318886,-0.276117,0.276117
10.5570,0.016978,-0.326265,0.326265,-0.297592,0.296058
10.5737,0.016753,-0.332594,0.332594,-0.297592,0.296058
10.5907,0.016929,-0.337990,0.337990,-0.309864,0.309864
10.6074,0.016755,-0.342307,0.342307,-0.316000,0.311398
10.6243,0.016917,-0.345604,0.345604,-0.329806,0.328272
10.6411,0.016759,-0.347800,0.347800,-0.335942,0.332874
10.6579,0.016760,-0.348915,0.348915,-0.342078,0.342078
10.6746,0.016751,-0.348944,0.348944,-0.342078,0.342078
10.6914,0.016762,-0.347885,0.347885,-0.348214,0.346680
10.7081,0.016755,-0.345746,0.345746,-0.346680,0.340544
10.7249,0.016774,-0.342537,0.342537,-0.351282,0.348214
10.7416,0.016756,-0.338283,0.338283,-0.352816,0.348214
10.7584,0.016767,-0.333005,0.333005,-0.352816,0.348214
10.7752,0.016754,-0.326744,0.326744,-0.345146,0.339010
10.7919,0.016779,-0.319522,0.319522,-0.345146,0.343612
10.8087,0.016752,-0.311409,0.311409,-0.343612,0.342078
10.8255,0.016778,-0.302428,0.302428,-0.332874,0.329806
10.8422,0.016749,-0.292667,0.292667,-0.331340,0.331340
10.8590,0.016764,-0.282159,0.282159,-0.331340,0.331340
10.8758,0.016760,-0.270983,0.270983,-0.322136,0.320602
10.8925,0.016771,-0.259198,0.259198,-0.309864,0.303728
10.9093,0.016754,-0.246897,0.246897,-0.302194,0.302194
10.9261,0.016832,-0.234085,0.234085,-0.286854,0.289922
10.9429,0.016752,-0.220961,0.220961,-0.273049,0.271515
10.9597,0.016824,-0.207491,0.207491,-0.273049,0.271515
10.9764,0.016762,-0.193864,0.193864,-0.259243,0.256175
10.9932,0.016773,-0.180107,0.180107,-0.242369,0.239301
11.0101,0.016852,-0.166250,0.166250,-0.233165,0.236233
11.0268,0.016763,-0.152519,0.152519,-0.216291,0.222427
11.0436,0.016762,-0.138926,0.138926,-0.197884,0.197884
11.0604,0.016769,-0.125549,0.125549,-0.197884,0.197884
11.0771,0.016755,-0.112489,0.112489,-0.185612,0.181010
11.0939,0.016770,-0.099804,0.099804,-0.164136,0.162602
11.1106,0.016751,-0.087600,0.087600,-0.156466,0.150330
11.1274,0.016766,-0.075926,0.075926,-0.136524,0.136524
11.1444,0.017007,-0.064713,0.064713,-0.116583,0.115049
11.1612,0.016764,-0.054351,0.054351,-0.116583,0.115049
11.1780,0.016854,-0.044688,0.044688,-0.085903,0.085903
11.1948,0.016776,-0.035883,0.035883,-0.076699,0.073631
11.2116,0.016758,-0.027953,0.027953,-0.061359,0.059825
11.2283,0.016768,-0.020932,0.020932,-0.061359,0.059825
11.2451,0.016752,-0.014874,0.014874,-0.046019,0.042951
11.2619,0.016764,-0.009808,0.009808,-0.042951,0.038350
11.2786,0.016754,-0.005772,0.005772,-0.032214,0.026078
11.2954,0.016758,-0.002786,0.002786,-0.016874,0.013806
11.3121,0.016757,-0.000871,0.000871,-0.015340,0.012272
11.3289,0.016816,-0.000037,0.000037,-0.015340,0.012272
11.3457,0.016750,-0.000296,0.000296,-0.004602,0.006136
11.3625,0.016766,-0.001641,0.001641,0.000000,0.000000
11.3795,0.017077,-0.004120,0.004120,-0.006136,0.003068
11.3963,0.016766,-0.007627,0.007627,-0.003068,0.003068
11.4132,0.016885,-0.012211,0.012211,0.003068,-0.001534
11.4299,0.016764,-0.017778,0.017778,0.003068,-0.001534
11.4467,0.016753,-0.024319,0.024319,-0.004602,0.004602
11.4635,0.016754,-0.031796,0.031796,-0.004602,0.009204
11.4802,0.016759,-0.040165,0.040165,-0.006136,0.009204
11.4970,0.016754,-0.049368,0.049368,-0.021476,0.018408
11.5139,0.016922,-0.059455,0.059455,-0.029146,0.032214
11.5306,0.016760,-0.070167,0.070167,-0.029146,0.032214
11.5474,0.016748,-0.081521,0.081521,-0.033748,0.038350
11.5641,0.016751,-0.093457,0.093457,-0.049087,0.047553
11.5809,0.016753,-0.105899,0.105899,-0.056757,0.061359
11.5977,0.016761,-0.118774,0.118774,-0.072097,0.070563
11.6144,0.016755,-0.131993,0.131993,-0.072097,0.070563
11.6312,0.016763,-0.145483,0.145483,-0.095107,0.085903
11.6479,0.016762,-0.159153,0.159153,-0.104311,0.099709
11.6647,0.016757,-0.172915,0.172915,-0.113515,0.108913
11.6815,0.016762,-0.186691,0.186691,-0.127320,0.125786
11.6982,0.016754,-0.200386,0.200386,-0.147262,0.145728
11.7150,0.016772,-0.213933,0.213933,-0.167204,0.162602
11.7317,0.016756,-0.227222,0.227222,-0.167204,0.162602
11.7485,0.016754,-0.240181,0.240181,-0.181010,0.177942
11.7653,0.016752,-0.252729,0.252729,-0.193282,0.190214
11.7820,0.016760,-0.264797,0.264797,-0.205553,0.208621
11.7988,0.016761,-0.276302,0.276302,-0.225495,0.228563
11.8155,0.016751,-0.287166,0.287166,-0.246971,0.245437
11.8323,0.016757,-0.297332,0.297332,-0.246971,0.245437
11.8490,0.016756,-0.306732,0.306732,-0.254641,0.259243
11.8658,0.016748,-0.315305,0.315305,-0.266913,0.269981
11.8825,0.016761,-0.323006,0.323006,-0.286854,0.283786
11.8993,0.016758,-0.329781,0.329781,-0.299126,0.296058
11.9161,0.016757,-0.335588,0.335588,-0.299126,0.296058
11.9328,0.016756,-0.340391,0.340391,-0.312932,0.312932
11.9496,0.016757,-0.344161,0.344161,-0.323670,0.320602
11.9665,0.016971,-0.346901,0.346901,-0.323670,0.319068
11.9833,0.016761,-0.348526,0.348526,-0.339010,0.339010
12.0001,0.016753,-0.349066,0.349066,-0.345146,0.343612
12.0168,0.016761,-0.348518,0.348518,-0.346680,0.342078
12.0336,0.016756,-0.346886,0.346886,-0.346680,0.342078
12.0503,0.016759,-0.344180,0.344180,-0.354350,0.352816
12.0672,0.016884,-0.340383,0.340383,-0.351282,0.348214
12.0840,0.016765,-0.335576,0.335576,-0.349748,0.348214
12.1007,0.016760,-0.329765,0.329765,-0.349748,0.349748
12.1176,0.016822,-0.322960,0.322960,-0.349748,0.349748
12.1343,0.016758,-0.315254,0.315254,-0.343612,0.340544
12.1511,0.016759,-0.306670,0.306670,-0.339010,0.337476
12.1678,0.016765,-0.297259,0.297259,-0.335942,0.334408
12.1846,0.016752,-0.287091,0.287091,-0.323670,0.323670
12.2014,0.016762,-0.276214,0.276214,-0.316000,0.319068
12.2181,0.016758,-0.264706,0.264706,-0.316000,0.319068
12.2349,0.016757,-0.252638,0.252638,-0.306796,0.308330
12.2516,0.016756,-0.240083,0.240083,-0.289922,0.296058
12.2684,0.016761,-0.227116,0.227116,-0.289922,0.289922
12.2851,0.016756,-0.213825,0.213825,-0.269981,0.274583
12.3028,0.017656,-0.199556,0.199556,-0.269981,0.274583
12.3196,0.016758,-0.185852,0.185852,-0.251573,0.253107
12.3363,0.016757,-0.172078,0.172078,-0.225495,0.228563
12.3531,0.016753,-0.158322,0.158322,-0.216291,0.217825
12.3698,0.016762,-0.144661,0.144661,-0.194816,0.193282
12.3866,0.016756,-0.131190,0.131190,-0.171806,0.168738
12.4034,0.016781,-0.117970,0.117970,-0.171806,0.168738
12.4201,0.016766,-0.105115,0.105115,-0.161068,0.158000
12.4369,0.016758,-0.092699,0.092699,-0.145728,0.145728
12.4545,0.017598,-0.080210,0.080210,-0.127320,0.125786
12.4712,0.016753,-0.068923,0.068923,-0.108913,0.110447
12.4884,0.017135,-0.058059,0.058059,-0.090505,0.095107
12.5051,0.016757,-0.048169,0.048169,-0.090505,0.095107
12.5219,0.016754,-0.039067,0.039067,-0.084369,0.082835
12.5386,0.016754,-0.030809,0.030809,-0.070563,0.069029
12.5554,0.016746,-0.023451,0.023451,-0.058291,0.055223
12.5722,0.016760,-0.017027,0.017027,-0.042951,0.042951
12.5893,0.017190,-0.011459,0.011459,-0.027612,0.029146
12.6063,0.016977,-0.007010,0.007010,-0.027612,0.029146
12.6231,0.016763,-0.003668,0.003668,-0.024544,0.018408
12.6399,0.016817,-0.001387,0.001387,-0.018408,0.016874
12.6567,0.016804,-0.000192,0.000192,-0.007670,0.007670
12.6735,0.016769,-0.000090,0.000090,-0.006136,-0.001534
12.6902,0.016764,-0.001075,0.001075,-0.001534,0.001534
12.7070,0.016765,-0.003143,0.003143,-0.001534,0.001534
12.7238,0.016764,-0.006280,0.006280,0.004602,0.003068
12.7405,0.016759,-0.010464,0.010464,0.000000,-0.001534
12.7574,0.016846,-0.015702,0.015702,-0.004602,0.001534
12.7741,0.016764,-0.021907,0.021907,-0.003068,0.010738
12.7912,0.017031,-0.029185,0.029185,-0.009204,0.010738
12.8079,0.016763,-0.037263,0.037263,-0.009204,0.010738
12.8247,0.016771,-0.046201,0.046201,-0.019942,0.013806
12.8414,0.016713,-0.055906,0.055906,-0.023010,0.024544
12.8589,0.017454,-0.066825,0.066825,-0.030680,0.030680
12.8756,0.016761,-0.077997,0.077997,-0.047553,0.041417
12.8924,0.016796,-0.089795,0.089795,-0.053689,0.052155
12.9092,0.016774,-0.102108,0.102108,-0.053689,0.052155
12.9260,0.016791,-0.114887,0.114887,-0.061359,0.059825
12.9428,0.016765,-0.128018,0.128018,-0.079767,0.072097
12.9596,0.016810,-0.141475,0.141475,-0.084369,0.088971
12.9763,0.016753,-0.155094,0.155094,-0.104311,0.099709
12.9931,0.016795,-0.168868,0.168868,-0.104311,0.099709
13.0099,0.016757,-0.182646,0.182646,-0.125786,0.124252
13.0267,0.016784,-0.196395,0.196395,-0.134990,0.136524
13.0434,0.016755,-0.209985,0.209985,-0.148796,0.151864
13.0602,0.016778,-0.223371,0.223371,-0.165670,0.165670
13.0769,0.016758,-0.236438,0.236438,-0.184078,0.181010
13.0937,0.016784,-0.249137,0.249137,-0.204019,0.204019
13.1105,0.016753,-0.261349,0.261349,-0.204019,0.204019
13.1272,0.016751,-0.273018,0.273018,-0.216291,0.217825
13.1440,0.016755,-0.284076,0.284076,-0.230097,0.231631
13.1608,0.016782,-0.294468,0.294468,-0.245437,0.245437
13.1776,0.016809,-0.304125,0.304125,-0.257709,0.257709
13.1943,0.016750,-0.312940,0.312940,-0.257709,0.257709
13.2111,0.016765,-0.320900,0.320900,-0.274583,0.277651
13.2278,0.016756,-0.327943,0.327943,-0.288388,0.289922
13.2446,0.016786,-0.334040,0.334040,-0.299126,0.294524
13.2614,0.016816,-0.339148,0.339148,-0.319068,0.319068
13.2782,0.016782,-0.343215,0.343215,-0.319068,0.319068
13.2950,0.016767,-0.346226,0.346226,-0.326738,0.322136
13.3118,0.016753,-0.348164,0.348164,-0.332874,0.329806
13.3285,0.016768,-0.349021,0.349021,-0.340544,0.337476
13.3453,0.016760,-0.348789,0.348789,-0.340544,0.339010
13.3625,0.017271,-0.347414,0.347414,-0.351282,0.351282
13.3793,0.016767,-0.344984,0.344984,-0.351282,0.351282
13.3961,0.016755,-0.341493,0.341493,-0.354350,0.349748
13.4128,0.016760,-0.336961,0.336961,-0.345146,0.342078
13.4297,0.016857,-0.331381,0.331381,-0.351282,0.349748
13.4468,0.017124,-0.324700,0.324700,-0.348214,0.348214
13.4637,0.016846,-0.317173,0.317173,-0.334408,0.334408
13.4804,0.016760,-0.308793,0.308793,-0.334408,0.334408
13.4972,0.016750,-0.299582,0.299582,-0.337476,0.335942
13.5139,0.016754,-0.289590,0.289590,-0.332874,0.331340
13.5307,0.016757,-0.278878,0.278878,-0.319068,0.317534
13.5474,0.016754,-0.267519,0.267519,-0.319068,0.317534
13.5648,0.017398,-0.255111,0.255111,-0.286854,0.286854
13.5818,0.016927,-0.242518,0.242518,-0.286854,0.286854
13.5985,0.016749,-0.229632,0.229632,-0.279185,0.282252
13.6153,0.016751,-0.216402,0.216402,-0.263845,0.269981
13.6320,0.016757,-0.202905,0.202905,-0.257709,0.251573
13.6488,0.016749,-0.189238,0.189238,-0.237767,0.236233
13.6661,0.017298,-0.175029,0.175029,-0.214757,0.214757
13.6828,0.016758,-0.161259,0.161259,-0.214757,0.214757
13.6996,0.016753,-0.147575,0.147575,-0.208621,0.202485
13.7163,0.016750,-0.134062,0.134062,-0.191748,0.190214
13.7331,0.016741,-0.120808,0.120808,-0.174874,0.171806
13.7498,0.016755,-0.107878,0.107878,-0.158000,0.158000
13.7666,0.016744,-0.095371,0.095371,-0.138058,0.138058
13.7833,0.016742,-0.083358,0.083358,-0.138058,0.138058
13.8000,0.016742,-0.071913,0.071913,-0.127320,0.119651
13.8168,0.016750,-0.061100,0.061100,-0.113515,0.108913
13.8335,0.016749,-0.050995,0.050995,-0.093573,0.093573
13.8503,0.016756,-0.041655,0.041655,-0.076699,0.073631
13.8671,0.016761,-0.033141,0.033141,-0.064427,0.065961
13.8838,0.016748,-0.025514,0.025514,-0.064427,0.065961
13.9006,0.016741,-0.018817,0.018817,-0.055223,0.055223
13.9173,0.016743,-0.013088,0.013088,-0.046019,0.044485
13.9340,0.016742,-0.008364,0.008364,-0.032214,0.035282
13.9508,0.016724,-0.004677,0.004677,-0.021476,0.023010
13.9677,0.016931,-0.002019,0.002019,-0.009204,0.010738
13.9844,0.016751,-0.000469,0.000469,-0.009204,0.010738
14.0012,0.016741,-0.000003,0.000003,-0.007670,0.006136
14.0179,0.016740,-0.000622,0.000622,-0.004602,0.006136
14.0347,0.016742,-0.002324,0.002324,0.004602,0.001534
14.0518,0.017123,-0.005172,0.005172,0.000000,-0.001534
14.0685,0.016701,-0.009012,0.009012,-0.004602,0.001534
14.0852,0.016750,-0.013892,0.013892,-0.004602,0.001534
14.1020,0.016742,-0.019770,0.019770,0.001534,0.006136
14.1187,0.016745,-0.026612,0.026612,-0.007670,0.004602
14.1355,0.016746,-0.034375,0.034375,-0.013806,0.012272
14.1526,0.017152,-0.043230,0.043230,-0.013806,0.023010
14.1695,0.016878,-0.052780,0.052780,-0.023010,0.026078
14.1863,0.016753,-0.063022,0.063022,-0.023010,0.026078
14.2030,0.016748,-0.073955,0.073955,-0.032214,0.035282
14.2198,0.016774,-0.085532,0.085532,-0.039884,0.047553
14.2365,0.016745,-0.097644,0.097644,-0.053689,0.052155
14.2533,0.016753,-0.110240,0.110240,-0.065961,0.065961
14.2700,0.016755,-0.123238,0.123238,-0.065961,0.065961
14.2868,0.016812,-0.136602,0.136602,-0.082835,0.081301
14.3037,0.016817,-0.150208,0.150208,-0.095107,0.090505
14.3204,0.016742,-0.163904,0.163904,-0.104311,0.104311
14.3371,0.016740,-0.177666,0.177666,-0.127320,0.125786
14.3539,0.016751,-0.191417,0.191417,-0.144194,0.141126
14.3706,0.016742,-0.205056,0.205056,-0.144194,0.141126
14.3874,0.016748,-0.218509,0.218509,-0.156466,0.150330
14.4041,0.016747,-0.231688,0.231688,-0.177942,0.168738
14.4209,0.016743,-0.244508,0.244508,-0.185612,0.185612
14.4376,0.016743,-0.256892,0.256892,-0.204019,0.200951
